datetime,00010_Mean,00010_Mean_cd,site_no,00025_Mean,00025_Mean_cd,00047_Mean,00047_Mean_cd,00060_Mean,00060_Mean_cd
2016-10-22 00:00:00+00:00,11.2,A,14181500,730.0,A,882.0,A,6560.0,A
2016-10-23 00:00:00+00:00,11.2,A,14181500,728.0,A,884.0,A,6530.0,A
2016-10-24 00:00:00+00:00,11.2,A,14181500,725.0,A,880.0,A,6520.0,A
2016-10-25 00:00:00+00:00,11.3,A,14181500,731.0,A,886.0,A,6500.0,A
2016-10-26 00:00:00+00:00,11.4,A,14181500,729.0,A,885.0,A,6500.0,A
2016-10-27 00:00:00+00:00,11.3,A,14181500,730.0,A,885.0,A,6500.0,A
2016-10-28 00:00:00+00:00,11.4,A,14181500,730.0,A,889.0,A,6510.0,A
2016-10-29 00:00:00+00:00,11.4,A,14181500,730.0,A,895.0,A,6510.0,A
2016-10-30 00:00:00+00:00,11.4,A,14181500,724.0,A,894.0,A,6520.0,A
2016-10-31 00:00:00+00:00,11.3,A,14181500,729.0,A,898.0,A,6530.0,A
2016-11-01 00:00:00+00:00,11.5,A,14181500,732.0,A,900.0,A,6530.0,A
2016-11-02 00:00:00+00:00,11.4,A,14181500,734.0,A,905.0,A,6510.0,A
2016-11-03 00:00:00+00:00,11.4,A,14181500,738.0,A,863.0,A,5230.0,A
2016-11-04 00:00:00+00:00,11.5,A,14181500,734.0,A,767.0,A,2970.0,A
2016-11-05 00:00:00+00:00,11.3,A,14181500,732.0,A,772.0,A,2310.0,A
2016-11-06 00:00:00+00:00,11.4,A,14181500,734.0,A,736.0,A,2310.0,A
2016-11-07 00:00:00+00:00,11.3,A,14181500,735.0,A,733.0,A,2290.0,A
2016-11-08 00:00:00+00:00,11.4,A,14181500,735.0,A,733.0,A,2260.0,A
2016-11-09 00:00:00+00:00,11.3,A,14181500,736.0,A,733.0,A,2250.0,A
2016-11-10 00:00:00+00:00,11.3,A,14181500,734.0,A,734.0,A,2240.0,A
2016-11-11 00:00:00+00:00,11.3,A,14181500,731.0,A,733.0,A,2210.0,A
2016-11-12 00:00:00+00:00,11.2,A,14181500,735.0,A,733.0,A,2230.0,A
2016-11-13 00:00:00+00:00,11.1,A,14181500,736.0,A,734.0,A,2280.0,A
2016-11-14 00:00:00+00:00,11.3,A,14181500,733.0,A,732.0,A,2310.0,A
2016-11-15 00:00:00+00:00,11.0,A,14181500,731.0,A,780.0,A,2370.0,A
2016-11-16 00:00:00+00:00,10.6,A,14181500,734.0,A,736.0,A,2880.0,A
2016-11-17 00:00:00+00:00,10.7,A,14181500,736.0,A,753.0,A,4060.0,A
2016-11-18 00:00:00+00:00,10.6,A,14181500,729.0,A,749.0,A,4040.0,A
2016-11-19 00:00:00+00:00,10.7,A,14181500,725.0,A,746.0,A,4040.0,A
2016-11-20 00:00:00+00:00,10.4,A,14181500,728.0,A,748.0,A,4040.0,A
2016-11-21 00:00:00+00:00,10.3,A,14181500,733.0,A,751.0,A,4030.0,A
2016-11-22 00:00:00+00:00,10.2,A,14181500,732.0,A,751.0,A,4040.0,A
2016-11-23 00:00:00+00:00,10.1,A,14181500,735.0,A,752.0,A,4050.0,A
2016-11-24 00:00:00+00:00,9.9,A,14181500,732.0,A,829.0,A,5360.0,A
2016-11-25 00:00:00+00:00,9.7,A,14181500,729.0,A,881.0,A,6050.0,A
2016-11-26 00:00:00+00:00,9.7,A,14181500,722.0,A,873.0,A,6030.0,A
2016-11-27 00:00:00+00:00,9.4,A,14181500,727.0,A,878.0,A,6030.0,A
2016-11-28 00:00:00+00:00,9.3,A,14181500,732.0,A,880.0,A,6060.0,A
2016-11-29 00:00:00+00:00,9.3,A,14181500,735.0,A,876.0,A,5710.0,A
2016-11-30 00:00:00+00:00,9.2,A,14181500,736.0,A,828.0,A,5130.0,A
2016-12-01 00:00:00+00:00,9.0,A,14181500,740.0,A,804.0,A,4880.0,A
2016-12-02 00:00:00+00:00,9.0,A,14181500,740.0,A,842.0,A,4790.0,A
2016-12-03 00:00:00+00:00,9.0,A,14181500,740.0,A,911.0,A,4770.0,A
2016-12-04 00:00:00+00:00,8.6,A,14181500,735.0,A,906.0,A,4780.0,A
2016-12-05 00:00:00+00:00,8.5,A,14181500,735.0,A,907.0,A,4780.0,A
2016-12-06 00:00:00+00:00,8.4,A,14181500,734.0,A,909.0,A,4760.0,A
2016-12-07 00:00:00+00:00,8.1,A,14181500,738.0,A,917.0,A,4800.0,A
2016-12-08 00:00:00+00:00,7.9,A,14181500,731.0,A,871.0,A,4760.0,A
2016-12-09 00:00:00+00:00,7.8,A,14181500,732.0,A,762.0,A,3800.0,A
2016-12-10 00:00:00+00:00,7.6,A,14181500,731.0,A,724.0,A,2550.0,A
2016-12-11 00:00:00+00:00,7.4,A,14181500,733.0,A,736.0,A,2540.0,A
2016-12-12 00:00:00+00:00,7.3,A,14181500,737.0,A,734.0,A,2480.0,A
2016-12-13 00:00:00+00:00,7.0,A,14181500,736.0,A,746.0,A,2480.0,A
2016-12-14 00:00:00+00:00,6.9,A,14181500,730.0,A,740.0,A,2470.0,A
2016-12-15 00:00:00+00:00,6.5,A,14181500,728.0,A,735.0,A,2470.0,A
2016-12-16 00:00:00+00:00,6.6,A,14181500,733.0,A,734.0,A,2250.0,A
2016-12-17 00:00:00+00:00,6.3,A,14181500,742.0,A,724.0,A,2020.0,A
2016-12-18 00:00:00+00:00,6.0,A,14181500,744.0,A,728.0,A,2020.0,A
2016-12-19 00:00:00+00:00,6.0,A,14181500,740.0,A,764.0,A,3100.0,A
2016-12-20 00:00:00+00:00,6.0,A,14181500,741.0,A,829.0,A,4160.0,A
2016-12-21 00:00:00+00:00,5.8,A,14181500,741.0,A,875.0,A,4140.0,A
2016-12-22 00:00:00+00:00,5.7,A,14181500,730.0,A,869.0,A,4140.0,A
2016-12-23 00:00:00+00:00,5.7,A,14181500,724.0,A,813.0,A,3610.0,A
2016-12-24 00:00:00+00:00,5.5,A,14181500,730.0,A,754.0,A,2670.0,A
2016-12-25 00:00:00+00:00,5.2,A,14181500,734.0,A,731.0,A,2040.0,A
2016-12-26 00:00:00+00:00,5.1,A,14181500,739.0,A,727.0,A,2000.0,A
2016-12-27 00:00:00+00:00,5.2,A,14181500,737.0,A,726.0,A,2020.0,A
2016-12-28 00:00:00+00:00,5.2,A,14181500,742.0,A,733.0,A,2030.0,A
2016-12-29 00:00:00+00:00,5.1,A,14181500,738.0,A,729.0,A,2010.0,A
2016-12-30 00:00:00+00:00,5.1,A,14181500,737.0,A,728.0,A,2030.0,A
2016-12-31 00:00:00+00:00,5.0,A,14181500,734.0,A,728.0,A,2020.0,A
2017-01-01 00:00:00+00:00,4.8,A,14181500,725.0,A,725.0,A,2010.0,A
2017-01-02 00:00:00+00:00,4.8,A,14181500,728.0,A,726.0,A,2030.0,A
2017-01-03 00:00:00+00:00,4.5,A,14181500,734.0,A,747.0,A,2040.0,A
2017-01-04 00:00:00+00:00,4.3,A,14181500,733.0,A,818.0,A,2130.0,A
2017-01-05 00:00:00+00:00,4.0,A,14181500,737.0,A,723.0,A,2220.0,A
2017-01-06 00:00:00+00:00,3.7,A,14181500,734.0,A,721.0,A,2600.0,A
2017-01-07 00:00:00+00:00,3.6,A,14181500,729.0,A,713.0,A,2650.0,A
2017-01-08 00:00:00+00:00,3.4,A,14181500,724.0,A,715.0,A,2660.0,A
2017-01-09 00:00:00+00:00,3.4,A,14181500,725.0,A,716.0,A,2660.0,A
2017-01-10 00:00:00+00:00,3.3,A,14181500,720.0,A,715.0,A,2650.0,A
2017-01-11 00:00:00+00:00,2.9,A,14181500,726.0,A,712.0,A,2630.0,A
2017-01-12 00:00:00+00:00,2.8,A,14181500,736.0,A,715.0,A,2660.0,A
2017-01-13 00:00:00+00:00,2.7,A,14181500,741.0,A,715.0,A,1950.0,A
2017-01-14 00:00:00+00:00,2.7,A,14181500,739.0,A,718.0,A,1310.0,A
2017-01-15 00:00:00+00:00,2.6,A,14181500,738.0,A,718.0,A,1230.0,A
2017-01-16 00:00:00+00:00,2.6,A,14181500,736.0,A,721.0,A,1220.0,A
2017-01-17 00:00:00+00:00,2.8,A,14181500,729.0,A,721.0,A,2860.0,A
2017-01-18 00:00:00+00:00,3.1,A,14181500,719.0,A,718.0,A,1480.0,A
2017-01-19 00:00:00+00:00,3.5,A,14181500,722.0,A,723.0,A,1240.0,A
2017-01-20 00:00:00+00:00,3.6,A,14181500,711.0,A,725.0,A,1500.0,A
2017-01-21 00:00:00+00:00,3.4,A,14181500,718.0,A,724.0,A,1500.0,A
2017-01-22 00:00:00+00:00,3.3,A,14181500,720.0,A,722.0,A,1790.0,A
2017-01-23 00:00:00+00:00,3.3,A,14181500,726.0,A,723.0,A,1840.0,A
2017-01-24 00:00:00+00:00,3.2,A,14181500,735.0,A,729.0,A,1790.0,A
2017-01-25 00:00:00+00:00,3.3,A,14181500,739.0,A,747.0,A,1610.0,A
2017-01-26 00:00:00+00:00,3.4,A,14181500,744.0,A,734.0,A,1600.0,A
2017-01-27 00:00:00+00:00,3.4,A,14181500,747.0,A,732.0,A,1620.0,A
2017-01-28 00:00:00+00:00,3.3,A,14181500,746.0,A,734.0,A,1610.0,A
2017-01-29 00:00:00+00:00,3.3,A,14181500,744.0,A,733.0,A,1600.0,A
2017-01-30 00:00:00+00:00,3.3,A,14181500,739.0,A,730.0,A,1590.0,A
2017-01-31 00:00:00+00:00,3.4,A,14181500,736.0,A,732.0,A,1450.0,A
2017-02-01 00:00:00+00:00,3.4,A,14181500,734.0,A,729.0,A,1170.0,A
2017-02-02 00:00:00+00:00,3.3,A,14181500,732.0,A,729.0,A,1050.0,A
2017-02-03 00:00:00+00:00,3.2,A,14181500,723.0,A,726.0,A,1060.0,A
2017-02-04 00:00:00+00:00,3.3,A,14181500,726.0,A,728.0,A,1090.0,A
2017-02-05 00:00:00+00:00,3.8,A,14181500,720.0,A,729.0,A,1140.0,A
2017-02-06 00:00:00+00:00,4.2,A,14181500,723.0,A,730.0,A,1120.0,A
2017-02-07 00:00:00+00:00,4.0,A,14181500,724.0,A,752.0,A,2070.0,A
2017-02-08 00:00:00+00:00,3.7,A,14181500,728.0,A,734.0,A,2210.0,A
2017-02-09 00:00:00+00:00,4.2,A,14181500,722.0,A,731.0,A,2300.0,A
2017-02-10 00:00:00+00:00,4.5,A,14181500,732.0,A,753.0,A,2460.0,A
2017-02-11 00:00:00+00:00,4.1,A,14181500,743.0,A,740.0,A,2490.0,A
2017-02-12 00:00:00+00:00,3.9,A,14181500,741.0,A,735.0,A,2540.0,A
2017-02-13 00:00:00+00:00,3.9,A,14181500,737.0,A,734.0,A,2480.0,A
2017-02-14 00:00:00+00:00,3.9,A,14181500,734.0,A,852.0,A,4660.0,A
2017-02-15 00:00:00+00:00,4.0,A,14181500,726.0,A,859.0,A,4790.0,A
2017-02-16 00:00:00+00:00,4.2,A,14181500,722.0,A,842.0,A,5150.0,A
2017-02-17 00:00:00+00:00,4.3,A,14181500,721.0,A,837.0,A,5130.0,A
2017-02-18 00:00:00+00:00,4.5,A,14181500,718.0,A,830.0,A,4950.0,A
2017-02-19 00:00:00+00:00,4.5,A,14181500,722.0,A,828.0,A,4890.0,A
2017-02-20 00:00:00+00:00,4.5,A,14181500,722.0,A,822.0,A,4860.0,A
2017-02-21 00:00:00+00:00,4.6,A,14181500,730.0,A,828.0,A,4860.0,A
2017-02-22 00:00:00+00:00,4.5,A,14181500,736.0,A,904.0,A,4910.0,A
2017-02-23 00:00:00+00:00,4.4,A,14181500,737.0,A,961.0,A,4830.0,A
2017-02-24 00:00:00+00:00,4.4,A,14181500,736.0,A,956.0,A,4350.0,A
2017-02-25 00:00:00+00:00,4.5,A,14181500,736.0,A,945.0,A,3300.0,A
2017-02-26 00:00:00+00:00,4.5,A,14181500,726.0,A,923.0,A,2620.0,A
2017-02-27 00:00:00+00:00,4.5,A,14181500,728.0,A,920.0,A,2350.0,A
2017-02-28 00:00:00+00:00,4.5,A,14181500,735.0,A,928.0,A,2310.0,A
2017-03-01 00:00:00+00:00,4.6,A,14181500,743.0,A,934.0,A,2340.0,A
2017-03-02 00:00:00+00:00,4.6,A,14181500,741.0,A,933.0,A,2370.0,A
2017-03-03 00:00:00+00:00,4.7,A,14181500,732.0,A,918.0,A,2110.0,A
2017-03-04 00:00:00+00:00,4.8,A,14181500,725.0,A,902.0,A,1870.0,A
2017-03-05 00:00:00+00:00,4.6,A,14181500,723.0,A,897.0,A,1850.0,A
2017-03-06 00:00:00+00:00,4.4,A,14181500,731.0,A,903.0,A,1820.0,A
2017-03-07 00:00:00+00:00,4.5,A,14181500,733.0,A,909.0,A,1790.0,A
2017-03-08 00:00:00+00:00,4.6,A,14181500,736.0,A,909.0,A,1920.0,A
2017-03-09 00:00:00+00:00,4.9,A,14181500,735.0,A,908.0,A,2340.0,A
2017-03-10 00:00:00+00:00,5.2,A,14181500,737.0,A,905.0,A,2290.0,A
2017-03-11 00:00:00+00:00,5.1,A,14181500,736.0,A,900.0,A,2140.0,A
2017-03-12 00:00:00+00:00,5.2,A,14181500,739.0,A,899.0,A,2060.0,A
2017-03-13 00:00:00+00:00,5.1,A,14181500,736.0,A,907.0,A,2230.0,A
2017-03-14 00:00:00+00:00,5.0,A,14181500,733.0,A,973.0,A,6870.0,A
2017-03-15 00:00:00+00:00,4.9,A,14181500,731.0,A,965.0,A,6980.0,A
2017-03-16 00:00:00+00:00,5.0,A,14181500,738.0,A,960.0,A,7450.0,A
2017-03-17 00:00:00+00:00,5.0,A,14181500,732.0,A,968.0,A,7330.0,A
2017-03-18 00:00:00+00:00,5.4,A,14181500,731.0,A,985.0,A,7380.0,A
2017-03-19 00:00:00+00:00,5.1,A,14181500,735.0,A,989.0,A,7500.0,A
2017-03-20 00:00:00+00:00,5.5,A,14181500,730.0,A,976.0,A,7530.0,A
2017-03-21 00:00:00+00:00,5.7,A,14181500,726.0,A,937.0,A,6730.0,A
2017-03-22 00:00:00+00:00,5.9,A,14181500,731.0,A,933.0,A,6470.0,A
2017-03-23 00:00:00+00:00,5.5,A,14181500,733.0,A,933.0,A,6460.0,A
2017-03-24 00:00:00+00:00,5.9,A,14181500,731.0,A,901.0,A,6050.0,A
2017-03-25 00:00:00+00:00,5.6,A,14181500,735.0,A,907.0,A,6060.0,A
2017-03-26 00:00:00+00:00,5.6,A,14181500,729.0,A,903.0,A,6080.0,A
2017-03-27 00:00:00+00:00,6.0,A,14181500,737.0,A,919.0,A,6110.0,A
2017-03-28 00:00:00+00:00,5.8,A,14181500,740.0,A,988.0,A,8030.0,A
2017-03-29 00:00:00+00:00,5.9,A,14181500,734.0,A,973.0,A,8100.0,A
2017-03-30 00:00:00+00:00,5.5,A,14181500,737.0,A,964.0,A,8310.0,A
2017-03-31 00:00:00+00:00,5.4,A,14181500,740.0,A,961.0,A,7520.0,A
2017-04-01 00:00:00+00:00,6.0,A,14181500,738.0,A,922.0,A,6210.0,A
2017-04-02 00:00:00+00:00,6.1,A,14181500,740.0,A,855.0,A,4660.0,A
2017-04-03 00:00:00+00:00,5.9,A,14181500,736.0,A,827.0,A,3580.0,A
2017-04-04 00:00:00+00:00,6.1,A,14181500,732.0,A,,,2860.0,A
2017-04-05 00:00:00+00:00,6.5,A,14181500,730.0,A,804.0,A,2320.0,A
2017-04-06 00:00:00+00:00,6.1,A,14181500,722.0,A,764.0,A,2290.0,A
2017-04-07 00:00:00+00:00,6.0,A,14181500,720.0,A,753.0,A,2270.0,A
2017-04-08 00:00:00+00:00,5.3,A,14181500,732.0,A,737.0,A,2270.0,A
2017-04-09 00:00:00+00:00,5.3,A,14181500,734.0,A,739.0,A,2270.0,A
2017-04-10 00:00:00+00:00,5.7,A,14181500,736.0,A,741.0,A,2260.0,A
2017-04-11 00:00:00+00:00,5.6,A,14181500,728.0,A,740.0,A,2270.0,A
2017-04-12 00:00:00+00:00,5.8,A,14181500,726.0,A,739.0,A,2220.0,A
2017-04-13 00:00:00+00:00,5.5,A,14181500,730.0,A,737.0,A,2210.0,A
2017-04-14 00:00:00+00:00,5.3,A,14181500,737.0,A,739.0,A,2240.0,A
2017-04-15 00:00:00+00:00,5.7,A,14181500,736.0,A,750.0,A,2060.0,A
2017-04-16 00:00:00+00:00,6.7,A,14181500,728.0,A,801.0,A,2050.0,A
2017-04-17 00:00:00+00:00,7.1,A,14181500,730.0,A,799.0,A,2040.0,A
2017-04-18 00:00:00+00:00,7.0,A,14181500,733.0,A,800.0,A,2020.0,A
2017-04-19 00:00:00+00:00,6.9,A,14181500,734.0,A,813.0,A,2050.0,A
2017-04-20 00:00:00+00:00,6.1,A,14181500,739.0,A,751.0,A,1980.0,A
2017-04-21 00:00:00+00:00,6.1,A,14181500,736.0,A,754.0,A,1990.0,A
2017-04-22 00:00:00+00:00,6.5,A,14181500,730.0,A,764.0,A,1990.0,A
2017-04-23 00:00:00+00:00,7.3,A,14181500,730.0,A,787.0,A,1920.0,A
2017-04-24 00:00:00+00:00,6.6,A,14181500,728.0,A,779.0,A,1950.0,A
2017-04-25 00:00:00+00:00,6.0,A,14181500,731.0,A,766.0,"A, [4]",2700.0,A
2017-04-26 00:00:00+00:00,7.0,A,14181500,731.0,A,906.0,A,7560.0,A
2017-04-27 00:00:00+00:00,6.5,A,14181500,736.0,A,926.0,A,8520.0,A
2017-04-28 00:00:00+00:00,6.7,A,14181500,740.0,A,934.0,A,8120.0,A
2017-04-29 00:00:00+00:00,7.3,A,14181500,738.0,A,901.0,A,5750.0,A
2017-04-30 00:00:00+00:00,7.5,A,14181500,739.0,A,863.0,A,4220.0,A
2017-05-01 00:00:00+00:00,6.9,A,14181500,738.0,A,883.0,A,4800.0,A
2017-05-02 00:00:00+00:00,7.8,A,14181500,737.0,A,857.0,A,3840.0,A
2017-05-03 00:00:00+00:00,7.8,A,14181500,734.0,A,822.0,A,3070.0,A
2017-05-04 00:00:00+00:00,8.2,A,14181500,729.0,A,870.0,A,5770.0,A
2017-05-05 00:00:00+00:00,7.3,A,14181500,732.0,A,934.0,A,7780.0,A
2017-05-06 00:00:00+00:00,7.2,A,14181500,735.0,A,908.0,A,5920.0,A
2017-05-07 00:00:00+00:00,8.0,A,14181500,736.0,A,863.0,A,4010.0,A
2017-05-08 00:00:00+00:00,8.2,A,14181500,735.0,A,849.0,A,3550.0,A
2017-05-09 00:00:00+00:00,8.0,A,14181500,732.0,A,829.0,A,3180.0,A
2017-05-10 00:00:00+00:00,7.4,A,14181500,730.0,A,782.0,A,3230.0,A
2017-05-11 00:00:00+00:00,7.6,A,14181500,732.0,A,815.0,A,3690.0,A
2017-05-12 00:00:00+00:00,7.5,A,14181500,733.0,A,823.0,A,3880.0,A
2017-05-13 00:00:00+00:00,8.0,A,14181500,733.0,A,833.0,A,3880.0,A
2017-05-14 00:00:00+00:00,8.1,A,14181500,733.0,A,844.0,A,3580.0,A
2017-05-15 00:00:00+00:00,7.7,A,14181500,731.0,A,815.0,A,3020.0,A
2017-05-16 00:00:00+00:00,7.3,A,14181500,728.0,A,792.0,A,3080.0,A
2017-05-17 00:00:00+00:00,7.4,A,14181500,736.0,A,900.0,A,5200.0,A
2017-05-18 00:00:00+00:00,8.8,A,14181500,735.0,A,899.0,A,5260.0,A
2017-05-19 00:00:00+00:00,9.0,A,14181500,734.0,A,887.0,A,4890.0,A
2017-05-20 00:00:00+00:00,8.7,A,14181500,736.0,A,854.0,A,4110.0,A
2017-05-21 00:00:00+00:00,8.9,A,14181500,735.0,A,850.0,A,3850.0,A
2017-05-22 00:00:00+00:00,11.9,A,14181500,733.0,A,861.0,A,3790.0,A
2017-05-23 00:00:00+00:00,10.7,A,14181500,732.0,A,852.0,A,4280.0,A
2017-05-24 00:00:00+00:00,9.4,A,14181500,732.0,A,865.0,A,4190.0,A
2017-05-25 00:00:00+00:00,9.3,A,14181500,728.0,A,863.0,A,4060.0,A
2017-05-26 00:00:00+00:00,10.6,A,14181500,731.0,A,860.0,A,3590.0,A
2017-05-27 00:00:00+00:00,11.7,A,14181500,733.0,A,864.0,A,3070.0,A
2017-05-28 00:00:00+00:00,12.3,A,14181500,734.0,A,864.0,A,2590.0,A
2017-05-29 00:00:00+00:00,10.5,A,14181500,732.0,A,856.0,A,3420.0,A
2017-05-30 00:00:00+00:00,9.1,A,14181500,732.0,A,856.0,A,4100.0,A
2017-05-31 00:00:00+00:00,10.7,A,14181500,730.0,A,862.0,A,3240.0,A
2017-06-01 00:00:00+00:00,11.4,A,14181500,732.0,A,854.0,A,2120.0,A
2017-06-02 00:00:00+00:00,10.4,A,14181500,733.0,A,825.0,A,2000.0,A
2017-06-03 00:00:00+00:00,7.8,A,14181500,733.0,A,762.0,A,2520.0,A
2017-06-04 00:00:00+00:00,7.7,A,14181500,735.0,A,760.0,A,2570.0,A
2017-06-05 00:00:00+00:00,7.6,A,14181500,734.0,A,756.0,A,2090.0,A
2017-06-06 00:00:00+00:00,7.1,A,14181500,731.0,A,747.0,A,2060.0,A
2017-06-07 00:00:00+00:00,7.2,A,14181500,727.0,A,746.0,A,1880.0,A
2017-06-08 00:00:00+00:00,9.5,A,14181500,729.0,A,783.0,A,2400.0,A
2017-06-09 00:00:00+00:00,11.2,A,14181500,730.0,A,832.0,A,3360.0,A
2017-06-10 00:00:00+00:00,11.4,A,14181500,730.0,A,836.0,A,2300.0,A
2017-06-11 00:00:00+00:00,11.2,A,14181500,732.0,A,830.0,A,2110.0,A
2017-06-12 00:00:00+00:00,10.5,A,14181500,735.0,A,878.0,A,2140.0,A
2017-06-13 00:00:00+00:00,10.2,A,14181500,736.0,A,904.0,A,2080.0,A
2017-06-14 00:00:00+00:00,10.0,A,14181500,734.0,A,909.0,A,2010.0,A
2017-06-15 00:00:00+00:00,10.3,A,14181500,732.0,A,904.0,A,2050.0,A
2017-06-16 00:00:00+00:00,10.7,A,14181500,735.0,A,913.0,A,2050.0,A
2017-06-17 00:00:00+00:00,11.4,A,14181500,736.0,A,919.0,A,2050.0,A
2017-06-18 00:00:00+00:00,11.8,A,14181500,735.0,A,915.0,A,1920.0,A
2017-06-19 00:00:00+00:00,11.1,A,14181500,732.0,A,914.0,A,1920.0,A
2017-06-20 00:00:00+00:00,7.6,A,14181500,735.0,A,920.0,A,1980.0,A
2017-06-21 00:00:00+00:00,10.5,A,14181500,737.0,A,906.0,A,1760.0,A
2017-06-22 00:00:00+00:00,11.9,A,14181500,736.0,A,866.0,"A, [4]",1700.0,A
2017-06-23 00:00:00+00:00,12.4,A,14181500,734.0,A,863.0,A,1620.0,A
2017-06-24 00:00:00+00:00,13.0,A,14181500,732.0,A,865.0,A,1470.0,A
2017-06-25 00:00:00+00:00,12.7,A,14181500,730.0,A,855.0,A,1310.0,A
2017-06-26 00:00:00+00:00,12.2,A,14181500,732.0,A,837.0,A,1350.0,A
2017-06-27 00:00:00+00:00,11.0,A,14181500,733.0,A,835.0,A,1360.0,A
2017-06-28 00:00:00+00:00,10.2,A,14181500,733.0,A,836.0,A,1480.0,A
2017-06-29 00:00:00+00:00,11.1,A,14181500,734.0,A,844.0,A,1350.0,A
2017-06-30 00:00:00+00:00,11.5,A,14181500,733.0,A,841.0,A,1250.0,A
2017-07-01 00:00:00+00:00,10.8,A,14181500,734.0,A,829.0,A,1270.0,A
2017-07-02 00:00:00+00:00,10.3,A,14181500,734.0,A,784.0,A,1240.0,A
2017-07-03 00:00:00+00:00,10.3,A,14181500,735.0,A,786.0,A,1200.0,A
2017-07-04 00:00:00+00:00,10.9,A,14181500,732.0,A,786.0,A,1200.0,A
2017-07-05 00:00:00+00:00,12.0,A,14181500,732.0,A,798.0,A,1210.0,A
2017-07-06 00:00:00+00:00,12.6,A,14181500,735.0,A,805.0,A,1220.0,A
2017-07-07 00:00:00+00:00,13.0,A,14181500,737.0,A,808.0,A,1230.0,A
2017-07-08 00:00:00+00:00,13.0,A,14181500,734.0,A,806.0,A,1240.0,A
2017-07-09 00:00:00+00:00,13.2,A,14181500,734.0,A,808.0,A,1240.0,A
2017-07-10 00:00:00+00:00,13.5,A,14181500,733.0,A,809.0,A,1230.0,A
2017-07-11 00:00:00+00:00,13.5,A,14181500,733.0,A,806.0,A,1240.0,A
2017-07-12 00:00:00+00:00,12.3,A,14181500,733.0,A,794.0,A,1230.0,A
2017-07-13 00:00:00+00:00,11.7,A,14181500,735.0,A,786.0,A,1440.0,A
2017-07-14 00:00:00+00:00,11.8,A,14181500,735.0,A,789.0,A,1200.0,A
2017-07-15 00:00:00+00:00,11.6,A,14181500,737.0,A,789.0,A,1220.0,A
2017-07-16 00:00:00+00:00,11.9,A,14181500,737.0,A,789.0,A,1240.0,A
2017-07-17 00:00:00+00:00,11.9,A,14181500,733.0,A,788.0,A,1220.0,A
2017-07-18 00:00:00+00:00,11.8,A,14181500,733.0,A,786.0,A,1190.0,A
2017-07-19 00:00:00+00:00,11.5,A,14181500,734.0,A,784.0,A,1030.0,A
2017-07-20 00:00:00+00:00,11.2,A,14181500,736.0,A,780.0,A,1040.0,A
2017-07-21 00:00:00+00:00,11.2,A,14181500,736.0,A,780.0,A,1030.0,A
