datetime,00010_Mean,00010_Mean_cd,site_no,00025_Mean,00025_Mean_cd,00047_Mean,00047_Mean_cd,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,32295_Mean,32295_Mean_cd,32316_Mean,32316_Mean_cd,32319_Mean,32319_Mean_cd
2021-12-28 00:00:00+00:00,6.1,A,14181500,725.0,A,856.0,A,5190.0,A,41.0,A,13.9,A,11.1,P,1.17,P,0.2,P
2021-12-29 00:00:00+00:00,6.1,A,14181500,727.0,A,856.0,A,5180.0,A,41.0,A,13.9,A,11.0,P,1.2,P,0.2,P
2021-12-30 00:00:00+00:00,5.7,A,14181500,725.0,A,861.0,A,5160.0,A,41.0,A,14.1,A,10.3,P,1.26,P,0.21,P
2021-12-31 00:00:00+00:00,5.4,A,14181500,730.0,A,859.0,A,4750.0,A,42.0,A,14.0,A,9.8,P,1.19,P,0.21,P
2022-01-01 00:00:00+00:00,5.3,A,14181500,737.0,A,847.0,A,4440.0,A,41.0,A,14.0,A,10.0,P,1.24,P,0.22,P
2022-01-02 00:00:00+00:00,5.4,A,14181500,730.0,A,846.0,A,4440.0,A,41.0,A,13.9,A,10.2,P,1.31,P,0.22,P
2022-01-03 00:00:00+00:00,5.4,A,14181500,723.0,A,833.0,A,4460.0,A,41.0,A,13.7,A,10.3,P,1.46,P,0.23,P
2022-01-04 00:00:00+00:00,5.3,A,14181500,732.0,A,840.0,A,4440.0,A,41.0,A,13.9,A,10.0,P,1.31,P,0.23,P
2022-01-05 00:00:00+00:00,5.1,A,14181500,735.0,A,845.0,A,4510.0,A,41.0,A,14.0,A,9.7,P,1.32,P,0.23,P
2022-01-06 00:00:00+00:00,5.2,A,14181500,728.0,A,828.0,A,2530.0,A,37.0,A,13.8,A,10.1,P,1.19,P,0.22,P
2022-01-07 00:00:00+00:00,5.4,A,14181500,725.0,A,799.0,A,1560.0,A,33.0,A,12.9,A,10.0,P,1.05,P,0.21,P
2022-01-08 00:00:00+00:00,5.3,A,14181500,737.0,A,818.0,A,2610.0,A,35.0,A,12.2,A,9.6,P,1.08,P,0.2,P
2022-01-09 00:00:00+00:00,4.8,A,14181500,739.0,A,836.0,A,3730.0,A,40.0,A,13.5,A,9.4,P,1.16,P,0.23,P
2022-01-10 00:00:00+00:00,4.9,A,14181500,741.0,A,842.0,A,3970.0,A,39.0,A,14.0,A,9.7,P,1.21,P,0.22,P
2022-01-11 00:00:00+00:00,5.0,A,14181500,740.0,A,851.0,A,4850.0,A,39.0,A,14.2,A,9.8,P,0.98,P,0.21,P
2022-01-12 00:00:00+00:00,5.0,A,14181500,737.0,A,853.0,A,5280.0,A,39.0,A,14.5,A,10.1,P,0.8,P,0.19,P
2022-01-13 00:00:00+00:00,5.0,A,14181500,738.0,A,864.0,A,5310.0,A,39.0,A,14.5,A,10.2,P,0.92,P,0.2,P
2022-01-14 00:00:00+00:00,5.0,A,14181500,742.0,A,866.0,A,5190.0,A,39.0,A,14.2,A,10.1,P,0.88,P,0.18,P
2022-01-15 00:00:00+00:00,5.0,A,14181500,739.0,A,853.0,A,5140.0,A,39.0,A,14.1,A,10.0,P,0.87,P,0.19,P
2022-01-16 00:00:00+00:00,4.9,A,14181500,736.0,A,852.0,A,5110.0,A,39.0,A,14.0,A,10.0,P,0.87,P,0.19,P
2022-01-17 00:00:00+00:00,5.0,A,14181500,733.0,A,847.0,A,5100.0,A,39.0,A,14.0,A,10.0,P,0.86,P,0.19,P
2022-01-18 00:00:00+00:00,5.0,A,14181500,736.0,A,846.0,A,5120.0,A,39.0,A,14.0,A,9.9,P,0.86,P,0.18,P
2022-01-19 00:00:00+00:00,5.0,A,14181500,740.0,A,853.0,A,5190.0,A,39.0,A,14.1,A,9.8,P,0.86,P,0.18,P
2022-01-20 00:00:00+00:00,5.1,A,14181500,741.0,A,841.0,A,4840.0,A,38.0,A,13.9,A,9.8,P,0.82,P,0.18,P
2022-01-21 00:00:00+00:00,5.0,A,14181500,745.0,A,836.0,A,4260.0,A,38.0,A,13.8,A,9.6,P,0.63,P,0.17,P
2022-01-22 00:00:00+00:00,4.9,A,14181500,742.0,A,831.0,A,4130.0,A,39.0,A,13.7,A,9.4,P,0.66,P,0.18,P
2022-01-23 00:00:00+00:00,4.9,A,14181500,740.0,A,828.0,A,4220.0,A,38.0,A,13.7,A,9.3,P,0.78,P,0.17,P
2022-01-24 00:00:00+00:00,4.9,A,14181500,738.0,A,834.0,A,4240.0,A,39.0,A,13.8,A,9.3,P,0.73,P,0.18,P
2022-01-25 00:00:00+00:00,4.9,A,14181500,737.0,A,830.0,A,4310.0,A,39.0,A,13.8,A,9.2,P,0.7,P,0.18,P
2022-01-26 00:00:00+00:00,4.8,A,14181500,737.0,A,829.0,A,4170.0,A,39.0,A,13.8,A,9.1,P,0.64,P,0.17,P
2022-01-27 00:00:00+00:00,4.8,A,14181500,740.0,A,834.0,A,4200.0,A,39.0,A,13.9,A,9.0,P,0.63,P,0.17,P
2022-01-28 00:00:00+00:00,4.7,A,14181500,740.0,A,840.0,A,3710.0,A,39.0,A,14.0,A,8.9,P,0.61,P,0.17,P
2022-01-29 00:00:00+00:00,4.7,A,14181500,738.0,A,833.0,A,3020.0,A,39.0,A,13.9,A,8.7,P,0.59,P,0.18,P
2022-01-30 00:00:00+00:00,4.7,A,14181500,735.0,A,813.0,A,2250.0,A,39.0,A,13.6,A,8.6,P,0.62,P,0.18,P
2022-01-31 00:00:00+00:00,4.8,A,14181500,740.0,A,801.0,A,1780.0,A,39.0,A,13.3,A,8.6,P,0.66,P,0.17,P
2022-02-01 00:00:00+00:00,4.7,A,14181500,741.0,A,794.0,A,1430.0,A,39.0,A,13.2,A,8.6,P,0.54,P,0.17,P
2022-02-02 00:00:00+00:00,4.6,A,14181500,741.0,A,798.0,A,1180.0,A,39.0,A,13.3,A,8.2,P,0.43,P,0.16,P
2022-02-03 00:00:00+00:00,4.6,A,14181500,742.0,A,792.0,A,1190.0,A,39.0,A,13.2,A,8.0,P,0.37,P,0.16,P
2022-02-04 00:00:00+00:00,4.6,A,14181500,743.0,A,784.0,A,1200.0,A,40.0,A,13.1,A,7.8,P,0.35,P,0.16,P
2022-02-05 00:00:00+00:00,4.8,A,14181500,744.0,A,791.0,A,1200.0,A,39.0,A,13.1,A,7.7,P,0.41,P,0.16,P
2022-02-06 00:00:00+00:00,4.7,A,14181500,741.0,A,792.0,A,1190.0,A,39.0,A,13.1,A,7.7,P,0.5,P,0.17,P
2022-02-07 00:00:00+00:00,4.7,A,14181500,743.0,A,791.0,A,1200.0,A,39.0,A,13.2,A,7.6,P,0.59,P,0.17,P
2022-02-08 00:00:00+00:00,4.8,A,14181500,746.0,A,792.0,A,1200.0,A,39.0,A,13.2,A,7.5,P,0.76,P,0.18,P
2022-02-09 00:00:00+00:00,4.8,A,14181500,745.0,A,795.0,A,1200.0,A,39.0,A,13.2,A,7.4,P,0.81,P,0.17,P
2022-02-10 00:00:00+00:00,4.9,A,14181500,742.0,A,795.0,A,1170.0,A,39.0,A,13.2,A,7.4,P,0.8,P,0.17,P
2022-02-11 00:00:00+00:00,4.8,A,14181500,739.0,A,792.0,A,1160.0,A,38.0,A,13.1,A,7.4,P,0.8,P,0.17,P
2022-02-12 00:00:00+00:00,4.8,A,14181500,737.0,A,789.0,A,1160.0,A,39.0,A,13.1,A,7.3,P,0.88,P,0.18,P
2022-02-13 00:00:00+00:00,4.8,A,14181500,736.0,A,791.0,A,1140.0,A,39.0,A,13.1,A,7.1,P,0.92,P,0.18,P
2022-02-14 00:00:00+00:00,4.9,A,14181500,732.0,A,792.0,A,1150.0,A,39.0,A,13.1,A,7.2,P,1.02,P,0.18,P
2022-02-15 00:00:00+00:00,4.9,A,14181500,737.0,A,792.0,A,1150.0,A,39.0,A,13.1,A,7.2,P,0.95,P,0.18,P
2022-02-16 00:00:00+00:00,4.9,A,14181500,740.0,A,794.0,A,1160.0,A,39.0,A,13.1,A,7.2,P,0.86,P,0.17,P
2022-02-17 00:00:00+00:00,4.9,A,14181500,743.0,A,798.0,A,1160.0,A,39.0,A,13.2,A,7.1,P,0.83,P,0.17,P
2022-02-18 00:00:00+00:00,4.8,A,14181500,741.0,A,796.0,A,1160.0,A,40.0,A,13.2,A,6.8,P,0.63,P,0.16,P
2022-02-19 00:00:00+00:00,4.8,A,14181500,736.0,A,793.0,A,1150.0,A,40.0,A,13.1,A,6.8,P,0.66,P,0.16,P
2022-02-20 00:00:00+00:00,4.9,A,14181500,732.0,A,794.0,A,1160.0,A,40.0,A,13.1,A,6.8,P,0.85,P,0.16,P
2022-02-21 00:00:00+00:00,4.9,A,14181500,729.0,A,787.0,A,1160.0,A,39.0,A,13.0,A,6.8,P,0.96,P,0.17,P
2022-02-22 00:00:00+00:00,4.5,A,14181500,735.0,A,785.0,A,1160.0,A,40.0,A,13.1,A,6.9,P,0.69,P,0.16,P
2022-02-23 00:00:00+00:00,4.2,A,14181500,739.0,A,844.0,A,1450.0,A,40.0,A,14.2,A,6.8,P,0.66,P,0.17,P
2022-02-24 00:00:00+00:00,4.2,A,14181500,741.0,A,868.0,A,1570.0,A,39.0,A,14.6,A,6.7,P,0.68,P,0.17,P
2022-02-25 00:00:00+00:00,4.3,A,14181500,740.0,A,835.0,A,1270.0,A,40.0,A,14.1,A,6.6,P,0.74,P,0.18,P
2022-02-26 00:00:00+00:00,4.3,A,14181500,737.0,A,810.0,A,1160.0,A,40.0,A,13.6,A,6.5,P,0.72,P,0.17,P
2022-02-27 00:00:00+00:00,4.4,A,14181500,737.0,A,790.0,A,1170.0,A,40.0,A,13.2,A,6.5,P,0.86,P,0.17,P
2022-02-28 00:00:00+00:00,4.7,A,14181500,734.0,A,788.0,A,1190.0,A,39.0,A,13.1,A,6.9,P,0.99,P,0.17,P
2022-03-01 00:00:00+00:00,5.2,A,14181500,735.0,A,775.0,A,1170.0,A,34.0,A,12.7,A,8.2,P,0.8,P,0.15,P
2022-03-02 00:00:00+00:00,5.4,A,14181500,733.0,A,765.0,A,1180.0,A,33.0,A,12.5,A,8.5,P,0.84,P,0.16,P
2022-03-03 00:00:00+00:00,5.5,A,14181500,735.0,A,762.0,A,1160.0,A,33.0,A,12.4,A,7.9,P,0.8,P,0.16,P
2022-03-04 00:00:00+00:00,5.3,A,14181500,733.0,A,765.0,A,1150.0,A,35.0,A,12.5,A,7.0,P,0.75,P,0.15,P
2022-03-05 00:00:00+00:00,5.1,A,14181500,737.0,A,769.0,A,1170.0,A,37.0,A,12.7,A,6.3,P,0.74,P,0.14,P
2022-03-06 00:00:00+00:00,4.9,A,14181500,742.0,A,788.0,A,1160.0,A,39.0,A,13.1,A,5.8,P,0.75,P,0.15,P
2022-03-07 00:00:00+00:00,4.8,A,14181500,744.0,A,798.0,A,1150.0,A,40.0,A,13.3,A,5.7,P,0.72,P,0.15,P
2022-03-08 00:00:00+00:00,4.8,A,14181500,739.0,A,801.0,A,1150.0,A,40.0,A,13.3,A,5.6,P,0.85,P,0.16,P
2022-03-09 00:00:00+00:00,4.8,A,14181500,736.0,A,,,1160.0,A,40.0,A,13.8,A,5.7,P,0.97,P,0.16,P
2022-03-10 00:00:00+00:00,4.8,A,14181500,739.0,A,823.0,A,1160.0,A,40.0,A,13.8,A,5.7,P,1.08,P,0.16,P
2022-03-11 00:00:00+00:00,4.8,A,14181500,738.0,A,823.0,A,1160.0,A,39.0,A,13.8,A,5.7,P,1.19,P,0.17,P
2022-03-12 00:00:00+00:00,5.0,A,14181500,730.0,A,821.0,A,1160.0,A,36.0,A,13.7,A,6.1,P,1.78,P,0.18,P
2022-03-13 00:00:00+00:00,5.2,A,14181500,732.0,A,824.0,A,1160.0,A,34.0,A,13.6,A,6.5,P,1.86,P,0.19,P
2022-03-14 00:00:00+00:00,5.1,A,14181500,735.0,A,821.0,A,1170.0,A,35.0,A,13.6,A,6.3,P,1.18,P,0.16,P
2022-03-15 00:00:00+00:00,5.1,A,14181500,736.0,A,826.0,A,1190.0,A,35.0,A,13.7,A,6.2,P,0.8,P,0.15,P
2022-03-16 00:00:00+00:00,5.2,A,14181500,739.0,A,827.0,A,1540.0,A,33.0,A,13.6,A,6.4,P,0.79,P,0.14,P
2022-03-17 00:00:00+00:00,5.1,A,14181500,736.0,A,832.0,A,1660.0,A,35.0,A,13.7,A,6.1,P,0.81,P,0.14,P
2022-03-18 00:00:00+00:00,5.1,A,14181500,733.0,A,834.0,A,1670.0,A,39.0,A,13.8,A,6.2,P,0.87,P,0.15,P
2022-03-19 00:00:00+00:00,5.2,A,14181500,732.0,A,803.0,A,1670.0,A,39.0,A,13.2,A,6.4,P,1.09,P,0.15,P
2022-03-20 00:00:00+00:00,5.0,A,14181500,740.0,A,793.0,A,1670.0,A,39.0,A,13.1,A,6.3,P,0.92,P,0.15,P
2022-03-21 00:00:00+00:00,4.8,A,14181500,741.0,A,796.0,A,1670.0,A,40.0,A,13.2,A,6.1,P,0.81,P,0.14,P
2022-03-22 00:00:00+00:00,5.3,A,14181500,739.0,A,800.0,A,1680.0,A,38.0,A,13.2,A,6.4,P,1.06,P,0.15,P
2022-03-23 00:00:00+00:00,5.8,A,14181500,737.0,A,797.0,A,1680.0,A,36.0,A,13.1,A,6.7,P,2.57,P,0.18,P
2022-03-24 00:00:00+00:00,5.6,A,14181500,735.0,A,796.0,A,1690.0,A,38.0,A,13.2,A,6.4,P,1.88,P,0.15,P
2022-03-25 00:00:00+00:00,5.6,A,14181500,733.0,A,799.0,A,1670.0,A,38.0,A,13.3,A,6.2,P,1.51,P,0.13,P
2022-03-26 00:00:00+00:00,5.6,A,14181500,729.0,A,794.0,A,1670.0,A,39.0,A,13.2,A,6.1,P,1.28,P,0.12,P
2022-03-27 00:00:00+00:00,5.7,A,14181500,724.0,A,794.0,A,1610.0,A,38.0,A,13.2,A,6.3,P,1.43,P,0.12,P
2022-03-28 00:00:00+00:00,5.8,A,14181500,727.0,A,794.0,A,1570.0,A,38.0,A,13.2,A,6.4,P,2.2,P,0.15,P
