site_id,year,volume
hungry_horse_reservoir_inflow,2020,2268.463
hungry_horse_reservoir_inflow,2022,2297.956
snake_r_nr_heise,1911,3824.846
snake_r_nr_heise,1912,4055.851
snake_r_nr_heise,1913,4310.049
snake_r_nr_heise,1914,3892.207
snake_r_nr_heise,1915,2172.21
snake_r_nr_heise,1916,4010.252
snake_r_nr_heise,1917,4459.008
snake_r_nr_heise,1918,4396.971
snake_r_nr_heise,1919,2048.478
snake_r_nr_heise,1920,3572.961
snake_r_nr_heise,1921,3904.933
snake_r_nr_heise,1922,3430.357
snake_r_nr_heise,1923,3296.899
snake_r_nr_heise,1924,2117.723
snake_r_nr_heise,1925,4056.807
snake_r_nr_heise,1926,2214.205
snake_r_nr_heise,1927,4374.162
snake_r_nr_heise,1928,4153.88
snake_r_nr_heise,1929,2582.777
snake_r_nr_heise,1930,2599.425
snake_r_nr_heise,1931,1517.786
snake_r_nr_heise,1932,3213.759
snake_r_nr_heise,1933,2596.623
snake_r_nr_heise,1934,1530.962
snake_r_nr_heise,1935,2813.042
snake_r_nr_heise,1936,3851.651
snake_r_nr_heise,1937,2410.228
snake_r_nr_heise,1938,3566.251
snake_r_nr_heise,1939,2664.228
snake_r_nr_heise,1940,2057.73
snake_r_nr_heise,1941,2208.99
snake_r_nr_heise,1942,2779.119
snake_r_nr_heise,1943,4693.21
snake_r_nr_heise,1944,2324.4
snake_r_nr_heise,1945,2988.375
snake_r_nr_heise,1946,3502.678
snake_r_nr_heise,1947,3409.755
snake_r_nr_heise,1948,3163.413
snake_r_nr_heise,1949,3286.648
snake_r_nr_heise,1950,4156.016
snake_r_nr_heise,1951,4127.207
snake_r_nr_heise,1952,3782.935
snake_r_nr_heise,1953,2924.909
snake_r_nr_heise,1954,3427.292
snake_r_nr_heise,1955,2433.491
snake_r_nr_heise,1956,4841.428
snake_r_nr_heise,1957,3718.973
snake_r_nr_heise,1958,2768.584
snake_r_nr_heise,1959,2845.365
snake_r_nr_heise,1960,2287.773
snake_r_nr_heise,1961,2109.546
snake_r_nr_heise,1962,3693.326
snake_r_nr_heise,1963,2829.561
snake_r_nr_heise,1964,3562.946
snake_r_nr_heise,1965,4461.673
snake_r_nr_heise,1966,2485.641
snake_r_nr_heise,1967,3542.049
snake_r_nr_heise,1968,2997.983
snake_r_nr_heise,1969,3168.393
snake_r_nr_heise,1970,3412.9
snake_r_nr_heise,1971,5309.639
snake_r_nr_heise,1972,4551.399
snake_r_nr_heise,1973,2490.548
snake_r_nr_heise,1974,4883.008
snake_r_nr_heise,1975,3763.562
snake_r_nr_heise,1976,4271.249
snake_r_nr_heise,1977,1171.077
snake_r_nr_heise,1978,4308.386
snake_r_nr_heise,1979,2930.572
snake_r_nr_heise,1980,3364.373
snake_r_nr_heise,1981,2515.201
snake_r_nr_heise,1982,4884.066
snake_r_nr_heise,1983,4175.588
snake_r_nr_heise,1984,4240.319
snake_r_nr_heise,1985,2998.306
snake_r_nr_heise,1986,5263.916
snake_r_nr_heise,1987,2152.418
snake_r_nr_heise,1988,2311.441
snake_r_nr_heise,1989,3326.521
snake_r_nr_heise,1990,2371.938
snake_r_nr_heise,1991,2839.144
snake_r_nr_heise,1992,1688.949
snake_r_nr_heise,1993,3466.584
snake_r_nr_heise,1994,2001.717
snake_r_nr_heise,1995,3804.058
snake_r_nr_heise,1996,4931.251
snake_r_nr_heise,1997,6096.455
snake_r_nr_heise,1998,3839.919
snake_r_nr_heise,1999,4253.935
snake_r_nr_heise,2000,2643.86
snake_r_nr_heise,2001,1650.936
snake_r_nr_heise,2002,2356.273
snake_r_nr_heise,2003,2482.024
snake_r_nr_heise,2004,2368.268
snake_r_nr_heise,2006,3578.118
snake_r_nr_heise,2008,3650.611
snake_r_nr_heise,2010,2602.37
snake_r_nr_heise,2012,2887.115
snake_r_nr_heise,2014,3906.414
snake_r_nr_heise,2016,2601.755
snake_r_nr_heise,2018,4257.072
snake_r_nr_heise,2020,3430.482
snake_r_nr_heise,2022,2389.842
pueblo_reservoir_inflow,1959,
pueblo_reservoir_inflow,1960,
pueblo_reservoir_inflow,1961,
pueblo_reservoir_inflow,1962,
pueblo_reservoir_inflow,1963,
pueblo_reservoir_inflow,1964,42.497
pueblo_reservoir_inflow,1965,
pueblo_reservoir_inflow,1966,19.686
pueblo_reservoir_inflow,1967,
pueblo_reservoir_inflow,1968,19.0
pueblo_reservoir_inflow,1969,67.436
pueblo_reservoir_inflow,1970,42.214
pueblo_reservoir_inflow,1971,283.881
pueblo_reservoir_inflow,1972,252.67
pueblo_reservoir_inflow,1973,438.982
pueblo_reservoir_inflow,1974,224.833
pueblo_reservoir_inflow,1975,364.949
pueblo_reservoir_inflow,1976,256.151
pueblo_reservoir_inflow,1977,125.095
pueblo_reservoir_inflow,1978,282.892
pueblo_reservoir_inflow,1979,436.879
pueblo_reservoir_inflow,1980,584.471
pueblo_reservoir_inflow,1981,134.03
pueblo_reservoir_inflow,1982,322.87
pueblo_reservoir_inflow,1983,520.411
pueblo_reservoir_inflow,1984,587.409
pueblo_reservoir_inflow,1985,617.679
pueblo_reservoir_inflow,1986,478.012
pueblo_reservoir_inflow,1987,555.097
pueblo_reservoir_inflow,1988,243.853
pueblo_reservoir_inflow,1989,240.059
pueblo_reservoir_inflow,1990,283.639
pueblo_reservoir_inflow,1991,254.663
pueblo_reservoir_inflow,1992,278.595
pueblo_reservoir_inflow,1993,376.522
pueblo_reservoir_inflow,1994,386.188
pueblo_reservoir_inflow,1995,759.522
pueblo_reservoir_inflow,1996,383.566
pueblo_reservoir_inflow,1997,499.068
pueblo_reservoir_inflow,1998,288.922
pueblo_reservoir_inflow,1999,502.838
pueblo_reservoir_inflow,2000,278.994
pueblo_reservoir_inflow,2001,286.927
pueblo_reservoir_inflow,2002,91.587
pueblo_reservoir_inflow,2003,251.667
pueblo_reservoir_inflow,2004,229.777
pueblo_reservoir_inflow,2006,267.524
pueblo_reservoir_inflow,2008,422.388
pueblo_reservoir_inflow,2010,316.128
pueblo_reservoir_inflow,2012,140.683
pueblo_reservoir_inflow,2014,375.969
pueblo_reservoir_inflow,2016,337.815
pueblo_reservoir_inflow,2018,171.173
pueblo_reservoir_inflow,2020,235.045
pueblo_reservoir_inflow,2022,207.156
sweetwater_r_nr_alcova,1914,84.133
sweetwater_r_nr_alcova,1915,28.862
sweetwater_r_nr_alcova,1916,91.389
sweetwater_r_nr_alcova,1917,155.675
sweetwater_r_nr_alcova,1918,60.733
sweetwater_r_nr_alcova,1919,22.017
sweetwater_r_nr_alcova,1920,144.052
sweetwater_r_nr_alcova,1921,121.44
sweetwater_r_nr_alcova,1922,112.203
sweetwater_r_nr_alcova,1923,97.655
sweetwater_r_nr_alcova,1924,208.241
sweetwater_r_nr_alcova,1925,
sweetwater_r_nr_alcova,1926,
sweetwater_r_nr_alcova,1927,
sweetwater_r_nr_alcova,1928,
sweetwater_r_nr_alcova,1929,
sweetwater_r_nr_alcova,1930,
sweetwater_r_nr_alcova,1931,
sweetwater_r_nr_alcova,1932,
sweetwater_r_nr_alcova,1933,
sweetwater_r_nr_alcova,1934,
sweetwater_r_nr_alcova,1935,
sweetwater_r_nr_alcova,1936,
sweetwater_r_nr_alcova,1937,
sweetwater_r_nr_alcova,1938,
sweetwater_r_nr_alcova,1939,22.29
sweetwater_r_nr_alcova,1940,7.658
sweetwater_r_nr_alcova,1941,52.685
sweetwater_r_nr_alcova,1942,58.945
sweetwater_r_nr_alcova,1943,86.812
sweetwater_r_nr_alcova,1944,79.357
sweetwater_r_nr_alcova,1945,91.805
sweetwater_r_nr_alcova,1946,47.814
sweetwater_r_nr_alcova,1947,80.168
sweetwater_r_nr_alcova,1948,39.371
sweetwater_r_nr_alcova,1949,84.953
sweetwater_r_nr_alcova,1950,154.944
sweetwater_r_nr_alcova,1951,69.055
sweetwater_r_nr_alcova,1952,95.65
sweetwater_r_nr_alcova,1953,40.342
sweetwater_r_nr_alcova,1954,43.898
sweetwater_r_nr_alcova,1955,33.291
sweetwater_r_nr_alcova,1956,41.024
sweetwater_r_nr_alcova,1957,87.538
sweetwater_r_nr_alcova,1958,42.233
sweetwater_r_nr_alcova,1959,16.083
sweetwater_r_nr_alcova,1960,14.164
sweetwater_r_nr_alcova,1961,10.205
sweetwater_r_nr_alcova,1962,75.532
sweetwater_r_nr_alcova,1963,32.043
sweetwater_r_nr_alcova,1964,48.341
sweetwater_r_nr_alcova,1965,99.592
sweetwater_r_nr_alcova,1966,26.042
sweetwater_r_nr_alcova,1967,72.445
sweetwater_r_nr_alcova,1968,51.708
sweetwater_r_nr_alcova,1969,54.431
sweetwater_r_nr_alcova,1970,47.763
sweetwater_r_nr_alcova,1971,79.596
sweetwater_r_nr_alcova,1972,110.619
sweetwater_r_nr_alcova,1973,113.431
sweetwater_r_nr_alcova,1974,105.552
sweetwater_r_nr_alcova,1975,87.849
sweetwater_r_nr_alcova,1976,64.504
sweetwater_r_nr_alcova,1977,22.482
sweetwater_r_nr_alcova,1978,74.584
sweetwater_r_nr_alcova,1979,
sweetwater_r_nr_alcova,1980,147.275
sweetwater_r_nr_alcova,1981,27.8
sweetwater_r_nr_alcova,1982,72.729
sweetwater_r_nr_alcova,1983,171.834
sweetwater_r_nr_alcova,1984,94.157
sweetwater_r_nr_alcova,1985,
sweetwater_r_nr_alcova,1986,140.317
sweetwater_r_nr_alcova,1987,54.113
sweetwater_r_nr_alcova,1988,32.291
sweetwater_r_nr_alcova,1989,17.874
sweetwater_r_nr_alcova,1990,25.974
sweetwater_r_nr_alcova,1991,62.44
sweetwater_r_nr_alcova,1992,14.384
sweetwater_r_nr_alcova,1993,72.905
sweetwater_r_nr_alcova,1994,41.913
sweetwater_r_nr_alcova,1995,134.765
sweetwater_r_nr_alcova,1996,56.636
sweetwater_r_nr_alcova,1997,111.612
sweetwater_r_nr_alcova,1998,59.931
sweetwater_r_nr_alcova,1999,97.107
sweetwater_r_nr_alcova,2000,34.688
sweetwater_r_nr_alcova,2001,21.259
sweetwater_r_nr_alcova,2002,14.471
sweetwater_r_nr_alcova,2003,16.675
sweetwater_r_nr_alcova,2004,32.836
sweetwater_r_nr_alcova,2006,31.2
sweetwater_r_nr_alcova,2008,51.84
sweetwater_r_nr_alcova,2010,92.681
sweetwater_r_nr_alcova,2012,24.437
sweetwater_r_nr_alcova,2014,42.012
sweetwater_r_nr_alcova,2016,72.487
sweetwater_r_nr_alcova,2018,35.215
sweetwater_r_nr_alcova,2020,25.364
sweetwater_r_nr_alcova,2022,16.082
missouri_r_at_toston,1890,
missouri_r_at_toston,1891,
missouri_r_at_toston,1892,
missouri_r_at_toston,1893,
missouri_r_at_toston,1894,
missouri_r_at_toston,1895,
missouri_r_at_toston,1896,
missouri_r_at_toston,1897,
missouri_r_at_toston,1898,
missouri_r_at_toston,1899,
missouri_r_at_toston,1900,1899.0
missouri_r_at_toston,1901,
missouri_r_at_toston,1902,
missouri_r_at_toston,1903,
missouri_r_at_toston,1904,
missouri_r_at_toston,1905,
missouri_r_at_toston,1906,
missouri_r_at_toston,1907,
missouri_r_at_toston,1908,
missouri_r_at_toston,1909,
missouri_r_at_toston,1910,
missouri_r_at_toston,1911,2178.0
missouri_r_at_toston,1912,2618.0
missouri_r_at_toston,1913,3131.0
missouri_r_at_toston,1914,2168.0
missouri_r_at_toston,1915,1993.0
missouri_r_at_toston,1916,2703.0
missouri_r_at_toston,1917,
missouri_r_at_toston,1918,
missouri_r_at_toston,1919,
missouri_r_at_toston,1920,
missouri_r_at_toston,1921,
missouri_r_at_toston,1922,
missouri_r_at_toston,1923,
missouri_r_at_toston,1924,
missouri_r_at_toston,1925,
missouri_r_at_toston,1926,
missouri_r_at_toston,1927,
missouri_r_at_toston,1928,
missouri_r_at_toston,1929,
missouri_r_at_toston,1930,
missouri_r_at_toston,1931,
missouri_r_at_toston,1932,
missouri_r_at_toston,1933,
missouri_r_at_toston,1934,
missouri_r_at_toston,1935,
missouri_r_at_toston,1936,
missouri_r_at_toston,1937,
missouri_r_at_toston,1938,
missouri_r_at_toston,1939,
missouri_r_at_toston,1940,
missouri_r_at_toston,1941,1076.0
missouri_r_at_toston,1942,2455.0
missouri_r_at_toston,1943,2893.0
missouri_r_at_toston,1944,1872.0
missouri_r_at_toston,1945,1473.0
missouri_r_at_toston,1946,1548.0
missouri_r_at_toston,1947,2603.0
missouri_r_at_toston,1948,3086.0
missouri_r_at_toston,1949,1877.0
missouri_r_at_toston,1950,1835.0
missouri_r_at_toston,1951,1908.0
missouri_r_at_toston,1952,2553.0
missouri_r_at_toston,1953,1868.0
missouri_r_at_toston,1954,1321.0
missouri_r_at_toston,1955,1549.0
missouri_r_at_toston,1956,2098.0
missouri_r_at_toston,1957,1955.0
missouri_r_at_toston,1958,1724.0
missouri_r_at_toston,1959,1725.0
missouri_r_at_toston,1960,1528.0
missouri_r_at_toston,1961,887.0
missouri_r_at_toston,1962,2004.0
missouri_r_at_toston,1963,1917.0
missouri_r_at_toston,1964,2365.721
missouri_r_at_toston,1965,2891.202
missouri_r_at_toston,1966,965.733
missouri_r_at_toston,1967,2739.785
missouri_r_at_toston,1968,2287.206
missouri_r_at_toston,1969,2670.554
missouri_r_at_toston,1970,2690.561
missouri_r_at_toston,1971,2907.767
missouri_r_at_toston,1972,2338.419
missouri_r_at_toston,1973,1450.721
missouri_r_at_toston,1974,2402.016
missouri_r_at_toston,1975,3188.191
missouri_r_at_toston,1976,3106.533
missouri_r_at_toston,1977,1026.437
missouri_r_at_toston,1978,2292.501
missouri_r_at_toston,1979,1667.873
missouri_r_at_toston,1980,2222.84
missouri_r_at_toston,1981,2468.608
missouri_r_at_toston,1982,2897.212
missouri_r_at_toston,1983,2302.536
missouri_r_at_toston,1984,3102.879
missouri_r_at_toston,1985,1277.58
missouri_r_at_toston,1986,1902.511
missouri_r_at_toston,1987,858.975
missouri_r_at_toston,1988,1003.15
missouri_r_at_toston,1989,1229.003
missouri_r_at_toston,1990,1262.862
missouri_r_at_toston,1991,1708.873
missouri_r_at_toston,1992,929.851
missouri_r_at_toston,1993,2306.923
missouri_r_at_toston,1994,1007.144
missouri_r_at_toston,1995,2798.195
missouri_r_at_toston,1996,2732.289
missouri_r_at_toston,1997,3566.9
missouri_r_at_toston,1998,2514.427
missouri_r_at_toston,1999,2062.115
missouri_r_at_toston,2000,1016.557
missouri_r_at_toston,2001,857.479
missouri_r_at_toston,2002,1121.155
missouri_r_at_toston,2003,1318.454
missouri_r_at_toston,2004,903.151
missouri_r_at_toston,2006,1701.831
missouri_r_at_toston,2008,2206.367
missouri_r_at_toston,2010,2020.918
missouri_r_at_toston,2012,1607.796
missouri_r_at_toston,2014,2066.699
missouri_r_at_toston,2016,1370.203
missouri_r_at_toston,2018,3143.592
missouri_r_at_toston,2020,1851.078
missouri_r_at_toston,2022,1586.716
animas_r_at_durango,1898,486.409
animas_r_at_durango,1899,
animas_r_at_durango,1900,297.665
animas_r_at_durango,1901,
animas_r_at_durango,1902,
animas_r_at_durango,1903,
animas_r_at_durango,1904,
animas_r_at_durango,1905,
animas_r_at_durango,1906,
animas_r_at_durango,1907,
animas_r_at_durango,1908,
animas_r_at_durango,1909,
animas_r_at_durango,1910,
animas_r_at_durango,1911,
animas_r_at_durango,1912,580.586
animas_r_at_durango,1913,353.264
animas_r_at_durango,1914,655.903
animas_r_at_durango,1915,517.944
animas_r_at_durango,1916,633.449
animas_r_at_durango,1917,704.757
animas_r_at_durango,1918,370.797
animas_r_at_durango,1919,535.569
animas_r_at_durango,1920,798.841
animas_r_at_durango,1921,673.726
animas_r_at_durango,1922,645.655
animas_r_at_durango,1923,496.479
animas_r_at_durango,1924,402.857
animas_r_at_durango,1925,357.903
animas_r_at_durango,1926,
animas_r_at_durango,1927,
animas_r_at_durango,1928,370.282
animas_r_at_durango,1929,508.096
animas_r_at_durango,1930,362.765
animas_r_at_durango,1931,183.607
animas_r_at_durango,1932,563.282
animas_r_at_durango,1933,320.546
animas_r_at_durango,1934,154.203
animas_r_at_durango,1935,436.809
animas_r_at_durango,1936,371.078
animas_r_at_durango,1937,418.328
animas_r_at_durango,1938,565.407
animas_r_at_durango,1939,265.854
animas_r_at_durango,1940,248.847
animas_r_at_durango,1941,744.777
animas_r_at_durango,1942,539.718
animas_r_at_durango,1943,386.14
animas_r_at_durango,1944,634.47
animas_r_at_durango,1945,412.995
animas_r_at_durango,1946,294.653
animas_r_at_durango,1947,439.26
animas_r_at_durango,1948,587.181
animas_r_at_durango,1949,647.938
animas_r_at_durango,1950,292.107
animas_r_at_durango,1951,224.809
animas_r_at_durango,1952,683.623
animas_r_at_durango,1953,278.952
animas_r_at_durango,1954,255.537
animas_r_at_durango,1955,270.716
animas_r_at_durango,1956,277.389
animas_r_at_durango,1957,617.417
animas_r_at_durango,1958,581.249
animas_r_at_durango,1959,208.478
animas_r_at_durango,1960,419.909
animas_r_at_durango,1961,331.98
animas_r_at_durango,1962,449.084
animas_r_at_durango,1963,231.663
animas_r_at_durango,1964,245.34
animas_r_at_durango,1965,601.872
animas_r_at_durango,1966,343.637
animas_r_at_durango,1967,235.605
animas_r_at_durango,1968,437.254
animas_r_at_durango,1969,467.803
animas_r_at_durango,1970,352.387
animas_r_at_durango,1971,318.406
animas_r_at_durango,1972,250.876
animas_r_at_durango,1973,681.633
animas_r_at_durango,1974,233.75
animas_r_at_durango,1975,641.93
animas_r_at_durango,1976,328.417
animas_r_at_durango,1977,106.303
animas_r_at_durango,1978,450.323
animas_r_at_durango,1979,701.52
animas_r_at_durango,1980,602.981
animas_r_at_durango,1981,247.21
animas_r_at_durango,1982,448.572
animas_r_at_durango,1983,561.797
animas_r_at_durango,1984,556.082
animas_r_at_durango,1985,656.177
animas_r_at_durango,1986,578.634
animas_r_at_durango,1987,595.429
animas_r_at_durango,1988,295.537
animas_r_at_durango,1989,291.162
animas_r_at_durango,1990,289.049
animas_r_at_durango,1991,352.421
animas_r_at_durango,1992,392.716
animas_r_at_durango,1993,612.552
animas_r_at_durango,1994,341.587
animas_r_at_durango,1995,608.834
animas_r_at_durango,1996,271.061
animas_r_at_durango,1997,599.199
animas_r_at_durango,1998,371.765
animas_r_at_durango,1999,487.26
animas_r_at_durango,2000,280.582
animas_r_at_durango,2001,421.168
animas_r_at_durango,2002,83.316
animas_r_at_durango,2003,242.164
animas_r_at_durango,2004,362.735
animas_r_at_durango,2006,298.733
animas_r_at_durango,2008,513.515
animas_r_at_durango,2010,323.818
animas_r_at_durango,2012,228.724
animas_r_at_durango,2014,360.77
animas_r_at_durango,2016,374.824
animas_r_at_durango,2018,116.118
animas_r_at_durango,2020,264.906
animas_r_at_durango,2022,227.611
yampa_r_nr_maybell,1916,811.442
yampa_r_nr_maybell,1917,1867.002
yampa_r_nr_maybell,1918,1079.743
yampa_r_nr_maybell,1919,763.386
yampa_r_nr_maybell,1920,1409.542
yampa_r_nr_maybell,1921,1516.761
yampa_r_nr_maybell,1922,950.078
yampa_r_nr_maybell,1923,1199.974
yampa_r_nr_maybell,1924,816.676
yampa_r_nr_maybell,1925,789.558
yampa_r_nr_maybell,1926,924.303
yampa_r_nr_maybell,1927,1157.982
yampa_r_nr_maybell,1928,1211.222
yampa_r_nr_maybell,1929,1677.56
yampa_r_nr_maybell,1930,803.422
yampa_r_nr_maybell,1931,606.964
yampa_r_nr_maybell,1932,1203.619
yampa_r_nr_maybell,1933,919.528
yampa_r_nr_maybell,1934,277.766
yampa_r_nr_maybell,1935,757.916
yampa_r_nr_maybell,1936,1019.43
yampa_r_nr_maybell,1937,813.417
yampa_r_nr_maybell,1938,1025.342
yampa_r_nr_maybell,1939,748.54
yampa_r_nr_maybell,1940,735.447
yampa_r_nr_maybell,1941,833.27
yampa_r_nr_maybell,1942,986.983
yampa_r_nr_maybell,1943,766.916
yampa_r_nr_maybell,1944,765.725
yampa_r_nr_maybell,1945,1084.485
yampa_r_nr_maybell,1946,706.7
yampa_r_nr_maybell,1947,1092.195
yampa_r_nr_maybell,1948,939.586
yampa_r_nr_maybell,1949,1166.801
yampa_r_nr_maybell,1950,809.758
yampa_r_nr_maybell,1951,863.099
yampa_r_nr_maybell,1952,1303.301
yampa_r_nr_maybell,1953,709.637
yampa_r_nr_maybell,1954,414.03
yampa_r_nr_maybell,1955,650.239
yampa_r_nr_maybell,1956,907.341
yampa_r_nr_maybell,1957,1603.46
yampa_r_nr_maybell,1958,1075.552
yampa_r_nr_maybell,1959,689.434
yampa_r_nr_maybell,1960,831.499
yampa_r_nr_maybell,1961,506.029
yampa_r_nr_maybell,1962,1243.686
yampa_r_nr_maybell,1963,493.552
yampa_r_nr_maybell,1964,776.291
yampa_r_nr_maybell,1965,1147.478
yampa_r_nr_maybell,1966,486.278
yampa_r_nr_maybell,1967,762.504
yampa_r_nr_maybell,1968,992.475
yampa_r_nr_maybell,1969,945.445
yampa_r_nr_maybell,1970,1157.966
yampa_r_nr_maybell,1971,1248.531
yampa_r_nr_maybell,1972,710.142
yampa_r_nr_maybell,1973,1058.66
yampa_r_nr_maybell,1974,1266.134
yampa_r_nr_maybell,1975,1068.603
yampa_r_nr_maybell,1976,677.323
yampa_r_nr_maybell,1977,260.593
yampa_r_nr_maybell,1978,1310.054
yampa_r_nr_maybell,1979,1179.299
yampa_r_nr_maybell,1980,1143.07
yampa_r_nr_maybell,1981,460.382
yampa_r_nr_maybell,1982,1180.041
yampa_r_nr_maybell,1983,1316.577
yampa_r_nr_maybell,1984,1920.399
yampa_r_nr_maybell,1985,1353.951
yampa_r_nr_maybell,1986,1315.741
yampa_r_nr_maybell,1987,560.009
yampa_r_nr_maybell,1988,800.555
yampa_r_nr_maybell,1989,512.152
yampa_r_nr_maybell,1990,547.893
yampa_r_nr_maybell,1991,736.652
yampa_r_nr_maybell,1992,464.811
yampa_r_nr_maybell,1993,1131.29
yampa_r_nr_maybell,1994,493.244
yampa_r_nr_maybell,1995,1335.323
yampa_r_nr_maybell,1996,1337.527
yampa_r_nr_maybell,1997,1532.674
yampa_r_nr_maybell,1998,1193.56
yampa_r_nr_maybell,1999,887.072
yampa_r_nr_maybell,2000,777.007
yampa_r_nr_maybell,2001,587.59
yampa_r_nr_maybell,2002,269.218
yampa_r_nr_maybell,2003,893.238
yampa_r_nr_maybell,2004,547.856
yampa_r_nr_maybell,2006,976.528
yampa_r_nr_maybell,2008,1359.41
yampa_r_nr_maybell,2010,897.328
yampa_r_nr_maybell,2012,336.786
yampa_r_nr_maybell,2014,1092.42
yampa_r_nr_maybell,2016,1061.64
yampa_r_nr_maybell,2018,571.236
yampa_r_nr_maybell,2020,812.36
yampa_r_nr_maybell,2022,680.993
libby_reservoir_inflow,1958,5254.0
libby_reservoir_inflow,1959,7449.0
libby_reservoir_inflow,1960,5873.0
libby_reservoir_inflow,1961,7303.0
libby_reservoir_inflow,1962,5372.0
libby_reservoir_inflow,1963,5794.0
libby_reservoir_inflow,1964,6299.0
libby_reservoir_inflow,1965,4829.0
libby_reservoir_inflow,1966,6556.0
libby_reservoir_inflow,1967,7447.0
