site_id,forecast_year,year,month,volume
hungry_horse_reservoir_inflow,1930,1930,2,29.879
hungry_horse_reservoir_inflow,1930,1930,3,28.905
hungry_horse_reservoir_inflow,1930,1930,4,505.012
hungry_horse_reservoir_inflow,1930,1930,5,564.337
hungry_horse_reservoir_inflow,1930,1930,6,406.433
hungry_horse_reservoir_inflow,1931,1930,10,56.664
hungry_horse_reservoir_inflow,1931,1930,11,59.74
hungry_horse_reservoir_inflow,1931,1930,12,46.604
hungry_horse_reservoir_inflow,1931,1931,1,42.66
hungry_horse_reservoir_inflow,1931,1931,2,41.919
hungry_horse_reservoir_inflow,1931,1931,3,73.684
hungry_horse_reservoir_inflow,1931,1931,4,196.661
hungry_horse_reservoir_inflow,1931,1931,5,725.593
hungry_horse_reservoir_inflow,1931,1931,6,336.873
hungry_horse_reservoir_inflow,1932,1931,10,37.831
hungry_horse_reservoir_inflow,1932,1931,11,48.797
hungry_horse_reservoir_inflow,1932,1931,12,48.448
hungry_horse_reservoir_inflow,1932,1932,1,33.929
hungry_horse_reservoir_inflow,1932,1932,2,83.094
hungry_horse_reservoir_inflow,1932,1932,3,131.266
hungry_horse_reservoir_inflow,1932,1932,4,326.36
hungry_horse_reservoir_inflow,1932,1932,5,888.793
hungry_horse_reservoir_inflow,1932,1932,6,729.302
hungry_horse_reservoir_inflow,1933,1932,10,51.152
hungry_horse_reservoir_inflow,1933,1932,11,136.383
hungry_horse_reservoir_inflow,1933,1932,12,117.263
hungry_horse_reservoir_inflow,1933,1933,1,71.911
hungry_horse_reservoir_inflow,1933,1933,2,50.529
hungry_horse_reservoir_inflow,1933,1933,3,53.974
hungry_horse_reservoir_inflow,1933,1933,4,238.463
hungry_horse_reservoir_inflow,1933,1933,5,684.992
hungry_horse_reservoir_inflow,1933,1933,6,1488.397
hungry_horse_reservoir_inflow,1934,1933,10,178.253
hungry_horse_reservoir_inflow,1934,1933,11,245.613
hungry_horse_reservoir_inflow,1934,1933,12,215.445
hungry_horse_reservoir_inflow,1934,1934,1,167.802
hungry_horse_reservoir_inflow,1934,1934,2,113.435
hungry_horse_reservoir_inflow,1934,1934,3,181.051
hungry_horse_reservoir_inflow,1934,1934,4,700.344
hungry_horse_reservoir_inflow,1934,1934,5,936.198
hungry_horse_reservoir_inflow,1934,1934,6,411.788
hungry_horse_reservoir_inflow,1935,1934,10,54.065
hungry_horse_reservoir_inflow,1935,1934,11,122.817
hungry_horse_reservoir_inflow,1935,1934,12,61.293
hungry_horse_reservoir_inflow,1935,1935,1,56.793
hungry_horse_reservoir_inflow,1935,1935,2,57.132
hungry_horse_reservoir_inflow,1935,1935,3,78.734
hungry_horse_reservoir_inflow,1935,1935,4,181.936
hungry_horse_reservoir_inflow,1935,1935,5,784.205
hungry_horse_reservoir_inflow,1935,1935,6,713.455
hungry_horse_reservoir_inflow,1936,1935,10,27.751
hungry_horse_reservoir_inflow,1936,1935,11,23.55
hungry_horse_reservoir_inflow,1936,1935,12,19.271
hungry_horse_reservoir_inflow,1936,1936,1,21.273
hungry_horse_reservoir_inflow,1936,1936,2,20.083
hungry_horse_reservoir_inflow,1936,1936,3,29.123
hungry_horse_reservoir_inflow,1936,1936,4,429.733
hungry_horse_reservoir_inflow,1936,1936,5,1073.851
hungry_horse_reservoir_inflow,1936,1936,6,424.86
hungry_horse_reservoir_inflow,1937,1936,10,26.582
hungry_horse_reservoir_inflow,1937,1936,11,21.509
hungry_horse_reservoir_inflow,1937,1936,12,25.23
hungry_horse_reservoir_inflow,1937,1937,1,16.352
hungry_horse_reservoir_inflow,1937,1937,2,16.748
hungry_horse_reservoir_inflow,1937,1937,3,24.708
hungry_horse_reservoir_inflow,1937,1937,4,120.21
hungry_horse_reservoir_inflow,1937,1937,5,698.281
hungry_horse_reservoir_inflow,1937,1937,6,522.466
hungry_horse_reservoir_inflow,1938,1937,10,33.85
hungry_horse_reservoir_inflow,1938,1937,11,49.025
hungry_horse_reservoir_inflow,1938,1937,12,59.103
hungry_horse_reservoir_inflow,1938,1938,1,58.836
hungry_horse_reservoir_inflow,1938,1938,2,52.548
hungry_horse_reservoir_inflow,1938,1938,3,57.737
hungry_horse_reservoir_inflow,1938,1938,4,316.056
hungry_horse_reservoir_inflow,1938,1938,5,714.625
hungry_horse_reservoir_inflow,1938,1938,6,623.088
hungry_horse_reservoir_inflow,1939,1938,10,35.201
hungry_horse_reservoir_inflow,1939,1938,11,33.465
hungry_horse_reservoir_inflow,1939,1938,12,49.426
hungry_horse_reservoir_inflow,1939,1939,1,46.354
hungry_horse_reservoir_inflow,1939,1939,2,28.621
hungry_horse_reservoir_inflow,1939,1939,3,80.063
hungry_horse_reservoir_inflow,1939,1939,4,453.322
hungry_horse_reservoir_inflow,1939,1939,5,979.041
hungry_horse_reservoir_inflow,1939,1939,6,454.136
hungry_horse_reservoir_inflow,1940,1939,10,28.685
hungry_horse_reservoir_inflow,1940,1939,11,28.358
hungry_horse_reservoir_inflow,1940,1939,12,42.831
hungry_horse_reservoir_inflow,1940,1940,1,34.187
hungry_horse_reservoir_inflow,1940,1940,2,33.302
hungry_horse_reservoir_inflow,1940,1940,3,84.71
hungry_horse_reservoir_inflow,1940,1940,4,271.379
hungry_horse_reservoir_inflow,1940,1940,5,649.448
hungry_horse_reservoir_inflow,1940,1940,6,342.783
hungry_horse_reservoir_inflow,1941,1940,10,31.258
hungry_horse_reservoir_inflow,1941,1940,11,29.215
hungry_horse_reservoir_inflow,1941,1940,12,29.345
hungry_horse_reservoir_inflow,1941,1941,1,28.614
hungry_horse_reservoir_inflow,1941,1941,2,27.59
hungry_horse_reservoir_inflow,1941,1941,3,58.592
hungry_horse_reservoir_inflow,1941,1941,4,193.706
hungry_horse_reservoir_inflow,1941,1941,5,406.631
hungry_horse_reservoir_inflow,1941,1941,6,235.914
hungry_horse_reservoir_inflow,1942,1941,10,93.58
hungry_horse_reservoir_inflow,1942,1941,11,70.919
hungry_horse_reservoir_inflow,1942,1941,12,144.932
hungry_horse_reservoir_inflow,1942,1942,1,58.929
hungry_horse_reservoir_inflow,1942,1942,2,33.56
hungry_horse_reservoir_inflow,1942,1942,3,38.303
hungry_horse_reservoir_inflow,1942,1942,4,324.912
hungry_horse_reservoir_inflow,1942,1942,5,569.732
hungry_horse_reservoir_inflow,1942,1942,6,544.86
hungry_horse_reservoir_inflow,1943,1942,10,32.154
hungry_horse_reservoir_inflow,1943,1942,11,64.473
hungry_horse_reservoir_inflow,1943,1942,12,67.537
hungry_horse_reservoir_inflow,1943,1943,1,46.155
hungry_horse_reservoir_inflow,1943,1943,2,41.018
hungry_horse_reservoir_inflow,1943,1943,3,57.322
hungry_horse_reservoir_inflow,1943,1943,4,583.458
hungry_horse_reservoir_inflow,1943,1943,5,683.484
hungry_horse_reservoir_inflow,1943,1943,6,954.327
hungry_horse_reservoir_inflow,1944,1943,10,45.669
hungry_horse_reservoir_inflow,1944,1943,11,38.007
hungry_horse_reservoir_inflow,1944,1943,12,37.898
hungry_horse_reservoir_inflow,1944,1944,1,27.689
hungry_horse_reservoir_inflow,1944,1944,2,21.997
hungry_horse_reservoir_inflow,1944,1944,3,27.689
hungry_horse_reservoir_inflow,1944,1944,4,154.173
hungry_horse_reservoir_inflow,1944,1944,5,545.058
hungry_horse_reservoir_inflow,1944,1944,6,322.136
hungry_horse_reservoir_inflow,1945,1944,10,38.725
hungry_horse_reservoir_inflow,1945,1944,11,35.57
hungry_horse_reservoir_inflow,1945,1944,12,36.282
hungry_horse_reservoir_inflow,1945,1945,1,49.964
hungry_horse_reservoir_inflow,1945,1945,2,40.066
hungry_horse_reservoir_inflow,1945,1945,3,45.828
hungry_horse_reservoir_inflow,1945,1945,4,109.226
hungry_horse_reservoir_inflow,1945,1945,5,734.44
hungry_horse_reservoir_inflow,1945,1945,6,643.379
hungry_horse_reservoir_inflow,1946,1945,10,56.701
hungry_horse_reservoir_inflow,1946,1945,11,114.01
hungry_horse_reservoir_inflow,1946,1945,12,69.501
hungry_horse_reservoir_inflow,1946,1946,1,53.94
hungry_horse_reservoir_inflow,1946,1946,2,40.011
hungry_horse_reservoir_inflow,1946,1946,3,81.509
hungry_horse_reservoir_inflow,1946,1946,4,427.021
hungry_horse_reservoir_inflow,1946,1946,5,866.598
hungry_horse_reservoir_inflow,1946,1946,6,645.838
hungry_horse_reservoir_inflow,1947,1946,10,94.641
hungry_horse_reservoir_inflow,1947,1946,11,102.645
hungry_horse_reservoir_inflow,1947,1946,12,119.088
hungry_horse_reservoir_inflow,1947,1947,1,90.645
hungry_horse_reservoir_inflow,1947,1947,2,97.19
hungry_horse_reservoir_inflow,1947,1947,3,115.16
hungry_horse_reservoir_inflow,1947,1947,4,387.729
hungry_horse_reservoir_inflow,1947,1947,5,1090.909
hungry_horse_reservoir_inflow,1947,1947,6,694.274
hungry_horse_reservoir_inflow,1948,1947,10,153.362
hungry_horse_reservoir_inflow,1948,1947,11,85.031
hungry_horse_reservoir_inflow,1948,1947,12,58.385
hungry_horse_reservoir_inflow,1948,1948,1,57.332
hungry_horse_reservoir_inflow,1948,1948,2,39.868
hungry_horse_reservoir_inflow,1948,1948,3,38.975
hungry_horse_reservoir_inflow,1948,1948,4,236.364
hungry_horse_reservoir_inflow,1948,1948,5,1115.207
hungry_horse_reservoir_inflow,1948,1948,6,906.347
hungry_horse_reservoir_inflow,1949,1948,10,29.649
hungry_horse_reservoir_inflow,1949,1948,11,27.814
hungry_horse_reservoir_inflow,1949,1948,12,26.979
hungry_horse_reservoir_inflow,1949,1949,1,21.898
hungry_horse_reservoir_inflow,1949,1949,2,19.815
hungry_horse_reservoir_inflow,1949,1949,3,35.576
hungry_horse_reservoir_inflow,1949,1949,4,334.403
hungry_horse_reservoir_inflow,1949,1949,5,980.569
hungry_horse_reservoir_inflow,1949,1949,6,470.44
hungry_horse_reservoir_inflow,1950,1949,10,43.2
hungry_horse_reservoir_inflow,1950,1949,11,82.919
hungry_horse_reservoir_inflow,1950,1949,12,90.783
hungry_horse_reservoir_inflow,1950,1950,1,59.464
hungry_horse_reservoir_inflow,1950,1950,2,47.901
hungry_horse_reservoir_inflow,1950,1950,3,67.438
hungry_horse_reservoir_inflow,1950,1950,4,207.669
hungry_horse_reservoir_inflow,1950,1950,5,763.954
hungry_horse_reservoir_inflow,1950,1950,6,1186.512
hungry_horse_reservoir_inflow,1951,1950,10,119.576
hungry_horse_reservoir_inflow,1951,1950,11,140.846
hungry_horse_reservoir_inflow,1951,1950,12,164.231
hungry_horse_reservoir_inflow,1951,1951,1,100.457
hungry_horse_reservoir_inflow,1951,1951,2,122.757
hungry_horse_reservoir_inflow,1951,1951,3,68.057
hungry_horse_reservoir_inflow,1951,1951,4,320.529
hungry_horse_reservoir_inflow,1951,1951,5,937.964
hungry_horse_reservoir_inflow,1951,1951,6,658.354
hungry_horse_reservoir_inflow,1952,1951,10,139.668
hungry_horse_reservoir_inflow,1952,1951,11,98.845
hungry_horse_reservoir_inflow,1952,1951,12,67.505
hungry_horse_reservoir_inflow,1952,1952,1,48.905
hungry_horse_reservoir_inflow,1952,1952,2,40.102
hungry_horse_reservoir_inflow,1952,1952,3,37.999
hungry_horse_reservoir_inflow,1952,1952,4,439.255
hungry_horse_reservoir_inflow,1952,1952,5,869.851
hungry_horse_reservoir_inflow,1952,1952,6,514.761
hungry_horse_reservoir_inflow,1953,1952,10,25.84
hungry_horse_reservoir_inflow,1953,1952,11,22.944
hungry_horse_reservoir_inflow,1953,1952,12,36.412
hungry_horse_reservoir_inflow,1953,1953,1,65.752
hungry_horse_reservoir_inflow,1953,1953,2,58.335
hungry_horse_reservoir_inflow,1953,1953,3,52.639
hungry_horse_reservoir_inflow,1953,1953,4,211.848
hungry_horse_reservoir_inflow,1953,1953,5,644.707
hungry_horse_reservoir_inflow,1953,1953,6,988.257
hungry_horse_reservoir_inflow,1954,1953,10,28.319
hungry_horse_reservoir_inflow,1954,1953,11,42.905
hungry_horse_reservoir_inflow,1954,1953,12,44.924
hungry_horse_reservoir_inflow,1954,1954,1,44.952
hungry_horse_reservoir_inflow,1954,1954,2,51.358
hungry_horse_reservoir_inflow,1954,1954,3,61.439
hungry_horse_reservoir_inflow,1954,1954,4,195.588
hungry_horse_reservoir_inflow,1954,1954,5,1102.449
hungry_horse_reservoir_inflow,1954,1954,6,877.843
hungry_horse_reservoir_inflow,1955,1954,10,87.232
hungry_horse_reservoir_inflow,1955,1954,11,87.87
hungry_horse_reservoir_inflow,1955,1954,12,75.355
hungry_horse_reservoir_inflow,1955,1955,1,59.537
hungry_horse_reservoir_inflow,1955,1955,2,45.62
hungry_horse_reservoir_inflow,1955,1955,3,46.875
hungry_horse_reservoir_inflow,1955,1955,4,104.484
hungry_horse_reservoir_inflow,1955,1955,5,579.492
hungry_horse_reservoir_inflow,1955,1955,6,946.404
hungry_horse_reservoir_inflow,1956,1955,10,96.971
hungry_horse_reservoir_inflow,1956,1955,11,105.429
hungry_horse_reservoir_inflow,1956,1955,12,106.997
hungry_horse_reservoir_inflow,1956,1956,1,81.383
hungry_horse_reservoir_inflow,1956,1956,2,61.245
hungry_horse_reservoir_inflow,1956,1956,3,83.447
hungry_horse_reservoir_inflow,1956,1956,4,356.852
hungry_horse_reservoir_inflow,1956,1956,5,1042.399
hungry_horse_reservoir_inflow,1956,1956,6,879.161
hungry_horse_reservoir_inflow,1957,1956,10,57.274
hungry_horse_reservoir_inflow,1957,1956,11,58.955
hungry_horse_reservoir_inflow,1957,1956,12,83.946
hungry_horse_reservoir_inflow,1957,1957,1,61.879
hungry_horse_reservoir_inflow,1957,1957,2,41.811
hungry_horse_reservoir_inflow,1957,1957,3,49.487
hungry_horse_reservoir_inflow,1957,1957,4,171.033
hungry_horse_reservoir_inflow,1957,1957,5,1060.243
hungry_horse_reservoir_inflow,1957,1957,6,545.023
hungry_horse_reservoir_inflow,1958,1957,10,37.413
hungry_horse_reservoir_inflow,1958,1957,11,46.139
hungry_horse_reservoir_inflow,1958,1957,12,42.503
hungry_horse_reservoir_inflow,1958,1958,1,31.96
hungry_horse_reservoir_inflow,1958,1958,2,38.126
hungry_horse_reservoir_inflow,1958,1958,3,49.401
hungry_horse_reservoir_inflow,1958,1958,4,178.703
hungry_horse_reservoir_inflow,1958,1958,5,1047.296
hungry_horse_reservoir_inflow,1958,1958,6,499.89
hungry_horse_reservoir_inflow,1959,1958,10,93.633
hungry_horse_reservoir_inflow,1959,1958,11,167.871
hungry_horse_reservoir_inflow,1959,1958,12,153.335
hungry_horse_reservoir_inflow,1959,1959,1,133.773
hungry_horse_reservoir_inflow,1959,1959,2,83.972
hungry_horse_reservoir_inflow,1959,1959,3,83.667
hungry_horse_reservoir_inflow,1959,1959,4,367.142
hungry_horse_reservoir_inflow,1959,1959,5,740.497
hungry_horse_reservoir_inflow,1959,1959,6,1408.539
hungry_horse_reservoir_inflow,1960,1959,10,282.031
hungry_horse_reservoir_inflow,1960,1959,11,209.002
hungry_horse_reservoir_inflow,1960,1959,12,120.339
hungry_horse_reservoir_inflow,1960,1960,1,69.053
hungry_horse_reservoir_inflow,1960,1960,2,53.957
hungry_horse_reservoir_inflow,1960,1960,3,118.22
hungry_horse_reservoir_inflow,1960,1960,4,342.08
hungry_horse_reservoir_inflow,1960,1960,5,568.286
hungry_horse_reservoir_inflow,1960,1960,6,882.927
hungry_horse_reservoir_inflow,1961,1960,10,42.403
hungry_horse_reservoir_inflow,1961,1960,11,56.828
hungry_horse_reservoir_inflow,1961,1960,12,39.316
hungry_horse_reservoir_inflow,1961,1961,1,40.479
hungry_horse_reservoir_inflow,1961,1961,2,107.909
hungry_horse_reservoir_inflow,1961,1961,3,109.997
hungry_horse_reservoir_inflow,1961,1961,4,240.112
hungry_horse_reservoir_inflow,1961,1961,5,904.083
hungry_horse_reservoir_inflow,1961,1961,6,880.672
hungry_horse_reservoir_inflow,1962,1961,10,79.116
hungry_horse_reservoir_inflow,1962,1961,11,54.672
hungry_horse_reservoir_inflow,1962,1961,12,61.37
hungry_horse_reservoir_inflow,1962,1962,1,56.215
hungry_horse_reservoir_inflow,1962,1962,2,60.317
hungry_horse_reservoir_inflow,1962,1962,3,54.739
hungry_horse_reservoir_inflow,1962,1962,4,461.163
hungry_horse_reservoir_inflow,1962,1962,5,843.929
hungry_horse_reservoir_inflow,1962,1962,6,806.306
hungry_horse_reservoir_inflow,1963,1962,10,82.701
hungry_horse_reservoir_inflow,1963,1962,11,95.222
hungry_horse_reservoir_inflow,1963,1962,12,102.498
hungry_horse_reservoir_inflow,1963,1963,1,68.569
hungry_horse_reservoir_inflow,1963,1963,2,109.812
hungry_horse_reservoir_inflow,1963,1963,3,85.648
hungry_horse_reservoir_inflow,1963,1963,4,198.712
hungry_horse_reservoir_inflow,1963,1963,5,622.552
hungry_horse_reservoir_inflow,1963,1963,6,546.17
hungry_horse_reservoir_inflow,1964,1963,10,32.021
hungry_horse_reservoir_inflow,1964,1963,11,35.575
hungry_horse_reservoir_inflow,1964,1963,12,45.611
hungry_horse_reservoir_inflow,1964,1964,1,56.301
hungry_horse_reservoir_inflow,1964,1964,2,33.687
hungry_horse_reservoir_inflow,1964,1964,3,41.671
hungry_horse_reservoir_inflow,1964,1964,4,127.279
hungry_horse_reservoir_inflow,1964,1964,5,738.186
hungry_horse_reservoir_inflow,1964,1964,6,1246.75
hungry_horse_reservoir_inflow,1965,1964,10,88.841
hungry_horse_reservoir_inflow,1965,1964,11,81.829
hungry_horse_reservoir_inflow,1965,1964,12,138.976
hungry_horse_reservoir_inflow,1965,1965,1,93.596
hungry_horse_reservoir_inflow,1965,1965,2,84.807
hungry_horse_reservoir_inflow,1965,1965,3,109.648
hungry_horse_reservoir_inflow,1965,1965,4,360.968
hungry_horse_reservoir_inflow,1965,1965,5,840.082
hungry_horse_reservoir_inflow,1965,1965,6,1053.964
hungry_horse_reservoir_inflow,1966,1965,10,88.165
hungry_horse_reservoir_inflow,1966,1965,11,75.7
hungry_horse_reservoir_inflow,1966,1965,12,63.749
hungry_horse_reservoir_inflow,1966,1966,1,55.251
hungry_horse_reservoir_inflow,1966,1966,2,40.571
hungry_horse_reservoir_inflow,1966,1966,3,74.157
hungry_horse_reservoir_inflow,1966,1966,4,282.569
hungry_horse_reservoir_inflow,1966,1966,5,777.403
hungry_horse_reservoir_inflow,1966,1966,6,648.009
hungry_horse_reservoir_inflow,1967,1966,10,43.909
hungry_horse_reservoir_inflow,1967,1966,11,52.357
hungry_horse_reservoir_inflow,1967,1966,12,75.147
hungry_horse_reservoir_inflow,1967,1967,1,70.139
hungry_horse_reservoir_inflow,1967,1967,2,59.565
hungry_horse_reservoir_inflow,1967,1967,3,51.865
hungry_horse_reservoir_inflow,1967,1967,4,131.66
hungry_horse_reservoir_inflow,1967,1967,5,855.223
hungry_horse_reservoir_inflow,1967,1967,6,1185.807
hungry_horse_reservoir_inflow,1968,1967,10,64.943
