datetime,00010_Mean,00010_Mean_cd,site_no,00025_Mean,00025_Mean_cd,00047_Mean,00047_Mean_cd,00060_Mean,00060_Mean_cd
2018-01-02 00:00:00+00:00,5.1,A,14181500,739.0,A,728.0,A,1710.0,A
2018-01-03 00:00:00+00:00,5.0,A,14181500,734.0,A,727.0,A,1720.0,A
2018-01-04 00:00:00+00:00,5.0,A,14181500,732.0,A,726.0,A,1670.0,A
2018-01-05 00:00:00+00:00,5.2,A,14181500,734.0,A,725.0,A,1560.0,A
2018-01-06 00:00:00+00:00,5.2,A,14181500,738.0,A,727.0,A,1590.0,A
2018-01-07 00:00:00+00:00,5.1,A,14181500,734.0,A,726.0,A,1680.0,A
2018-01-08 00:00:00+00:00,5.1,A,14181500,726.0,A,725.0,A,1690.0,A
2018-01-09 00:00:00+00:00,5.2,A,14181500,725.0,A,725.0,A,1680.0,A
2018-01-10 00:00:00+00:00,5.2,A,14181500,733.0,A,726.0,A,1690.0,A
2018-01-11 00:00:00+00:00,5.2,A,14181500,732.0,A,728.0,A,1690.0,A
2018-01-12 00:00:00+00:00,5.4,A,14181500,741.0,A,737.0,A,2620.0,A
2018-01-13 00:00:00+00:00,5.2,A,14181500,741.0,A,756.0,A,3410.0,A
2018-01-14 00:00:00+00:00,5.3,A,14181500,735.0,A,761.0,A,3700.0,A
2018-01-15 00:00:00+00:00,5.3,A,14181500,732.0,A,761.0,A,3690.0,A
2018-01-16 00:00:00+00:00,5.4,A,14181500,737.0,A,764.0,A,3620.0,A
2018-01-17 00:00:00+00:00,5.4,A,14181500,732.0,A,742.0,A,3250.0,A
2018-01-18 00:00:00+00:00,5.5,A,14181500,730.0,A,734.0,A,3140.0,A
2018-01-19 00:00:00+00:00,5.3,A,14181500,732.0,A,732.0,A,3130.0,A
2018-01-20 00:00:00+00:00,5.3,A,14181500,735.0,A,732.0,A,3150.0,A
2018-01-21 00:00:00+00:00,5.3,A,14181500,733.0,A,732.0,A,3130.0,A
2018-01-22 00:00:00+00:00,5.3,A,14181500,739.0,A,746.0,A,3180.0,A
2018-01-23 00:00:00+00:00,5.3,A,14181500,734.0,A,760.0,A,4300.0,A
2018-01-24 00:00:00+00:00,5.5,A,14181500,726.0,A,765.0,A,4430.0,A
2018-01-25 00:00:00+00:00,5.4,A,14181500,728.0,A,806.0,A,4390.0,A
2018-01-26 00:00:00+00:00,5.3,A,14181500,736.0,A,767.0,A,4080.0,A
2018-01-27 00:00:00+00:00,5.3,A,14181500,738.0,A,768.0,A,3940.0,A
2018-01-28 00:00:00+00:00,5.4,A,14181500,742.0,A,773.0,A,3950.0,A
2018-01-29 00:00:00+00:00,5.4,A,14181500,736.0,A,770.0,A,3930.0,A
2018-01-30 00:00:00+00:00,5.4,"A, [4]",14181500,737.0,A,770.0,A,4170.0,A
2018-01-31 00:00:00+00:00,,,14181500,738.0,A,769.0,A,4200.0,A
2018-02-01 00:00:00+00:00,5.3,A,14181500,738.0,A,778.0,A,5130.0,A
2018-02-02 00:00:00+00:00,5.4,A,14181500,740.0,A,785.0,A,5160.0,A
2018-02-03 00:00:00+00:00,5.5,A,14181500,741.0,A,787.0,A,5120.0,A
2018-02-04 00:00:00+00:00,5.5,A,14181500,738.0,A,786.0,A,5140.0,A
2018-02-05 00:00:00+00:00,5.4,A,14181500,738.0,A,786.0,A,5130.0,A
2018-02-06 00:00:00+00:00,5.3,A,14181500,741.0,A,789.0,A,5160.0,A
2018-02-07 00:00:00+00:00,5.5,A,14181500,742.0,A,789.0,A,5080.0,A
2018-02-08 00:00:00+00:00,6.0,A,14181500,739.0,A,797.0,A,3950.0,A
2018-02-09 00:00:00+00:00,5.7,A,14181500,738.0,A,765.0,A,3270.0,A
2018-02-10 00:00:00+00:00,5.3,A,14181500,739.0,A,740.0,A,2310.0,A
2018-02-11 00:00:00+00:00,5.2,A,14181500,731.0,A,741.0,A,1830.0,A
2018-02-12 00:00:00+00:00,5.5,A,14181500,737.0,A,741.0,A,1580.0,A
2018-02-13 00:00:00+00:00,5.3,A,14181500,737.0,A,743.0,A,1370.0,A
2018-02-14 00:00:00+00:00,5.4,A,14181500,736.0,A,742.0,A,1270.0,A
2018-02-15 00:00:00+00:00,5.5,A,14181500,743.0,A,744.0,A,1180.0,A
2018-02-16 00:00:00+00:00,5.5,A,14181500,740.0,A,744.0,A,1010.0,A
2018-02-17 00:00:00+00:00,5.5,A,14181500,731.0,A,742.0,A,1020.0,A
2018-02-18 00:00:00+00:00,5.3,A,14181500,726.0,A,737.0,A,1030.0,A
2018-02-19 00:00:00+00:00,5.0,A,14181500,734.0,A,735.0,A,1020.0,A
2018-02-20 00:00:00+00:00,4.8,A,14181500,736.0,A,739.0,A,1020.0,A
2018-02-21 00:00:00+00:00,4.8,A,14181500,737.0,A,739.0,A,1010.0,A
2018-02-22 00:00:00+00:00,4.9,A,14181500,737.0,A,739.0,A,1010.0,A
2018-02-23 00:00:00+00:00,4.8,A,14181500,742.0,A,740.0,A,1010.0,A
2018-02-24 00:00:00+00:00,4.8,A,14181500,737.0,A,738.0,A,1020.0,A
2018-02-25 00:00:00+00:00,4.8,A,14181500,733.0,A,737.0,A,1020.0,A
2018-02-26 00:00:00+00:00,4.8,A,14181500,736.0,A,738.0,A,1020.0,A
2018-02-27 00:00:00+00:00,4.8,A,14181500,737.0,A,738.0,A,1010.0,A
2018-02-28 00:00:00+00:00,4.8,A,14181500,729.0,A,737.0,A,1010.0,A
2018-03-01 00:00:00+00:00,4.9,A,14181500,721.0,A,735.0,A,1020.0,A
2018-03-02 00:00:00+00:00,4.9,A,14181500,724.0,A,734.0,A,1040.0,A
2018-03-03 00:00:00+00:00,5.0,A,14181500,729.0,A,736.0,A,1050.0,A
2018-03-04 00:00:00+00:00,5.0,A,14181500,737.0,A,738.0,A,1040.0,A
2018-03-05 00:00:00+00:00,5.0,A,14181500,741.0,A,741.0,A,1040.0,A
2018-03-06 00:00:00+00:00,5.0,A,14181500,737.0,A,740.0,A,1040.0,A
2018-03-07 00:00:00+00:00,5.0,A,14181500,731.0,A,741.0,A,1040.0,A
2018-03-08 00:00:00+00:00,5.1,A,14181500,728.0,A,740.0,A,1040.0,A
2018-03-09 00:00:00+00:00,5.3,A,14181500,733.0,A,741.0,A,1060.0,A
2018-03-10 00:00:00+00:00,5.4,A,14181500,733.0,A,741.0,A,1050.0,A
2018-03-11 00:00:00+00:00,5.5,A,14181500,735.0,A,750.0,A,1040.0,A
2018-03-12 00:00:00+00:00,5.5,A,14181500,731.0,A,752.0,A,1050.0,A
2018-03-13 00:00:00+00:00,5.6,A,14181500,727.0,A,745.0,A,1050.0,A
2018-03-14 00:00:00+00:00,5.6,A,14181500,730.0,A,745.0,A,1060.0,A
2018-03-15 00:00:00+00:00,5.5,A,14181500,726.0,A,742.0,A,1050.0,A
2018-03-16 00:00:00+00:00,5.1,A,14181500,727.0,A,742.0,A,1140.0,A
2018-03-17 00:00:00+00:00,5.2,A,14181500,731.0,A,742.0,A,1190.0,A
2018-03-18 00:00:00+00:00,5.0,A,14181500,736.0,A,741.0,A,1200.0,A
2018-03-19 00:00:00+00:00,5.1,A,14181500,736.0,A,783.0,A,1210.0,A
2018-03-20 00:00:00+00:00,5.1,A,14181500,732.0,A,743.0,A,1200.0,A
2018-03-21 00:00:00+00:00,5.5,A,14181500,725.0,A,744.0,A,1210.0,A
2018-03-22 00:00:00+00:00,5.5,A,14181500,725.0,A,743.0,A,1220.0,A
2018-03-23 00:00:00+00:00,5.2,A,14181500,728.0,A,738.0,A,1220.0,A
2018-03-24 00:00:00+00:00,4.8,A,14181500,729.0,A,735.0,A,1230.0,A
2018-03-25 00:00:00+00:00,4.8,A,14181500,735.0,A,737.0,A,1230.0,A
2018-03-26 00:00:00+00:00,5.1,A,14181500,741.0,A,742.0,A,1230.0,A
2018-03-27 00:00:00+00:00,5.2,A,14181500,743.0,A,743.0,A,1220.0,A
2018-03-28 00:00:00+00:00,5.3,A,14181500,743.0,A,745.0,A,1220.0,A
2018-03-29 00:00:00+00:00,5.4,A,14181500,740.0,A,745.0,A,1220.0,A
2018-03-30 00:00:00+00:00,5.4,A,14181500,737.0,A,745.0,A,1210.0,A
2018-03-31 00:00:00+00:00,5.5,A,14181500,736.0,A,747.0,A,1210.0,A
2018-04-01 00:00:00+00:00,5.4,A,14181500,732.0,A,743.0,A,1220.0,A
2018-04-02 00:00:00+00:00,5.3,A,14181500,735.0,A,741.0,A,1230.0,A
2018-04-03 00:00:00+00:00,5.2,A,14181500,734.0,A,740.0,A,1230.0,A
2018-04-04 00:00:00+00:00,5.4,A,14181500,734.0,A,742.0,A,1230.0,A
2018-04-05 00:00:00+00:00,5.7,A,14181500,731.0,A,744.0,"A, [4]",1240.0,A
2018-04-06 00:00:00+00:00,5.9,A,14181500,726.0,A,746.0,A,1240.0,A
2018-04-07 00:00:00+00:00,5.9,A,14181500,723.0,A,743.0,A,1250.0,A
2018-04-08 00:00:00+00:00,5.8,A,14181500,735.0,A,743.0,A,1260.0,A
2018-04-09 00:00:00+00:00,5.9,A,14181500,734.0,A,747.0,A,1260.0,A
2018-04-10 00:00:00+00:00,6.1,A,14181500,731.0,A,750.0,A,1260.0,A
2018-04-11 00:00:00+00:00,6.2,A,14181500,727.0,A,749.0,A,1270.0,A
2018-04-12 00:00:00+00:00,5.7,A,14181500,734.0,A,740.0,A,1260.0,A
2018-04-13 00:00:00+00:00,5.5,A,14181500,741.0,A,738.0,A,1260.0,A
2018-04-14 00:00:00+00:00,5.5,A,14181500,738.0,A,741.0,A,1260.0,A
2018-04-15 00:00:00+00:00,5.9,A,14181500,726.0,A,741.0,A,1260.0,A
2018-04-16 00:00:00+00:00,5.7,A,14181500,730.0,A,738.0,A,1270.0,A
2018-04-17 00:00:00+00:00,5.5,A,14181500,738.0,A,737.0,A,1270.0,A
2018-04-18 00:00:00+00:00,5.6,A,14181500,735.0,A,739.0,A,1270.0,A
2018-04-19 00:00:00+00:00,6.0,A,14181500,737.0,A,743.0,A,1400.0,A
2018-04-20 00:00:00+00:00,6.1,A,14181500,738.0,A,744.0,A,1500.0,A
2018-04-21 00:00:00+00:00,6.0,A,14181500,741.0,A,743.0,A,1570.0,A
2018-04-22 00:00:00+00:00,5.8,A,14181500,739.0,A,742.0,A,1570.0,A
2018-04-23 00:00:00+00:00,6.1,A,14181500,737.0,A,745.0,A,1560.0,A
2018-04-24 00:00:00+00:00,6.3,A,14181500,734.0,A,744.0,A,1990.0,A
2018-04-25 00:00:00+00:00,6.1,A,14181500,733.0,A,741.0,A,2640.0,A
2018-04-26 00:00:00+00:00,5.9,A,14181500,731.0,A,739.0,A,3040.0,A
2018-04-27 00:00:00+00:00,6.0,A,14181500,732.0,A,758.0,A,3920.0,A
2018-04-28 00:00:00+00:00,6.1,A,14181500,731.0,A,783.0,A,4750.0,A
2018-04-29 00:00:00+00:00,5.8,A,14181500,734.0,A,785.0,A,4710.0,A
2018-04-30 00:00:00+00:00,5.7,A,14181500,736.0,A,770.0,A,4360.0,A
2018-05-01 00:00:00+00:00,5.8,A,14181500,734.0,A,742.0,A,3570.0,A
2018-05-02 00:00:00+00:00,6.2,A,14181500,734.0,A,750.0,A,2800.0,A
2018-05-03 00:00:00+00:00,6.0,A,14181500,736.0,A,738.0,A,2300.0,A
2018-05-04 00:00:00+00:00,6.3,A,14181500,738.0,A,741.0,A,2350.0,A
2018-05-05 00:00:00+00:00,6.3,A,14181500,733.0,A,741.0,A,2340.0,A
2018-05-06 00:00:00+00:00,6.4,A,14181500,734.0,A,740.0,A,2330.0,A
2018-05-07 00:00:00+00:00,6.3,A,14181500,,,,,2330.0,A
2018-05-08 00:00:00+00:00,6.6,A,14181500,,,743.0,"A, [4]",2350.0,A
2018-05-09 00:00:00+00:00,6.4,A,14181500,735.0,"A, [4]",740.0,"A, [4]",2360.0,A
2018-05-10 00:00:00+00:00,6.2,A,14181500,736.0,A,737.0,A,2360.0,A
2018-05-11 00:00:00+00:00,6.2,A,14181500,737.0,A,737.0,A,2290.0,A
2018-05-12 00:00:00+00:00,6.4,A,14181500,733.0,A,740.0,A,2320.0,A
2018-05-13 00:00:00+00:00,6.8,A,14181500,730.0,A,742.0,A,2040.0,A
2018-05-14 00:00:00+00:00,7.1,A,14181500,730.0,"A, [4]",743.0,A,1930.0,A
2018-05-15 00:00:00+00:00,6.9,A,14181500,731.0,A,743.0,A,1920.0,A
2018-05-16 00:00:00+00:00,6.9,A,14181500,733.0,A,744.0,A,1960.0,A
2018-05-17 00:00:00+00:00,6.9,A,14181500,734.0,A,743.0,A,1950.0,A
2018-05-18 00:00:00+00:00,6.8,A,14181500,732.0,A,743.0,A,1960.0,A
2018-05-19 00:00:00+00:00,6.8,A,14181500,732.0,A,742.0,A,1980.0,A
2018-05-20 00:00:00+00:00,7.1,A,14181500,733.0,A,743.0,A,1980.0,A
2018-05-21 00:00:00+00:00,7.0,A,14181500,732.0,A,744.0,A,1760.0,A
2018-05-22 00:00:00+00:00,7.1,A,14181500,729.0,A,745.0,A,1630.0,A
2018-05-23 00:00:00+00:00,7.3,A,14181500,729.0,A,748.0,A,1510.0,A
2018-05-24 00:00:00+00:00,7.4,A,14181500,733.0,A,748.0,A,1490.0,A
2018-05-25 00:00:00+00:00,7.2,A,14181500,733.0,A,745.0,A,1630.0,A
2018-05-26 00:00:00+00:00,6.6,A,14181500,737.0,A,742.0,A,1600.0,A
2018-05-27 00:00:00+00:00,6.9,A,14181500,737.0,A,744.0,A,1590.0,A
2018-05-28 00:00:00+00:00,7.1,A,14181500,736.0,A,745.0,A,1580.0,A
2018-05-29 00:00:00+00:00,7.1,A,14181500,734.0,A,744.0,A,1610.0,A
2018-05-30 00:00:00+00:00,6.9,A,14181500,730.0,A,742.0,A,1590.0,A
2018-05-31 00:00:00+00:00,6.9,A,14181500,732.0,A,740.0,A,1530.0,A
2018-06-01 00:00:00+00:00,7.0,A,14181500,737.0,A,743.0,A,1440.0,A
2018-06-02 00:00:00+00:00,7.2,A,14181500,736.0,A,747.0,A,1370.0,A
2018-06-03 00:00:00+00:00,7.4,A,14181500,733.0,A,748.0,A,1330.0,A
2018-06-04 00:00:00+00:00,7.3,A,14181500,734.0,A,746.0,A,1340.0,A
2018-06-05 00:00:00+00:00,7.4,A,14181500,732.0,A,746.0,A,1350.0,A
2018-06-06 00:00:00+00:00,7.4,A,14181500,730.0,A,746.0,A,1340.0,A
2018-06-07 00:00:00+00:00,7.5,A,14181500,733.0,A,746.0,A,1330.0,A
2018-06-08 00:00:00+00:00,7.5,A,14181500,733.0,A,746.0,A,1310.0,A
2018-06-09 00:00:00+00:00,7.3,A,14181500,733.0,A,744.0,A,1310.0,A
2018-06-10 00:00:00+00:00,7.2,A,14181500,735.0,A,741.0,A,1330.0,A
2018-06-11 00:00:00+00:00,7.3,A,14181500,735.0,A,744.0,A,1310.0,A
2018-06-12 00:00:00+00:00,7.8,A,14181500,732.0,A,748.0,A,1310.0,A
2018-06-13 00:00:00+00:00,7.5,A,14181500,732.0,A,743.0,A,1300.0,A
2018-06-14 00:00:00+00:00,7.5,A,14181500,733.0,A,742.0,A,1300.0,A
2018-06-15 00:00:00+00:00,7.5,A,14181500,731.0,A,741.0,A,1330.0,A
2018-06-16 00:00:00+00:00,7.5,A,14181500,730.0,A,742.0,A,1320.0,A
2018-06-17 00:00:00+00:00,7.5,A,14181500,730.0,A,742.0,A,1320.0,A
2018-06-18 00:00:00+00:00,7.7,A,14181500,733.0,A,835.0,A,1330.0,A
2018-06-19 00:00:00+00:00,8.0,A,14181500,733.0,A,870.0,A,1320.0,A
2018-06-20 00:00:00+00:00,8.0,A,14181500,732.0,A,865.0,A,1330.0,A
2018-06-21 00:00:00+00:00,8.7,A,14181500,735.0,A,836.0,A,1340.0,A
2018-06-22 00:00:00+00:00,10.1,A,14181500,736.0,A,847.0,A,1340.0,A
2018-06-23 00:00:00+00:00,10.5,A,14181500,735.0,A,844.0,A,1350.0,A
2018-06-24 00:00:00+00:00,11.0,A,14181500,731.0,A,843.0,A,1350.0,A
2018-06-25 00:00:00+00:00,10.6,A,14181500,734.0,A,850.0,A,1360.0,A
2018-06-26 00:00:00+00:00,10.6,A,14181500,735.0,A,853.0,A,1360.0,A
2018-06-27 00:00:00+00:00,10.5,A,14181500,733.0,A,849.0,A,1360.0,A
2018-06-28 00:00:00+00:00,10.4,A,14181500,734.0,A,848.0,A,1350.0,A
2018-06-29 00:00:00+00:00,10.5,A,14181500,735.0,A,829.0,A,1270.0,A
2018-06-30 00:00:00+00:00,11.4,A,14181500,737.0,A,836.0,A,1230.0,A
2018-07-01 00:00:00+00:00,11.6,A,14181500,737.0,A,835.0,A,1250.0,A
2018-07-02 00:00:00+00:00,11.6,A,14181500,738.0,A,839.0,A,1300.0,A
2018-07-03 00:00:00+00:00,11.5,A,14181500,734.0,A,820.0,A,1410.0,A
2018-07-04 00:00:00+00:00,11.4,A,14181500,730.0,A,788.0,A,1360.0,A
2018-07-05 00:00:00+00:00,11.7,A,14181500,734.0,A,791.0,A,1330.0,A
2018-07-06 00:00:00+00:00,11.7,A,14181500,737.0,A,793.0,A,1350.0,A
2018-07-07 00:00:00+00:00,11.7,A,14181500,736.0,A,794.0,A,1340.0,A
2018-07-08 00:00:00+00:00,11.8,A,14181500,734.0,A,793.0,A,1330.0,A
2018-07-09 00:00:00+00:00,12.1,A,14181500,736.0,A,794.0,A,1310.0,A
2018-07-10 00:00:00+00:00,12.1,A,14181500,737.0,A,792.0,A,1310.0,A
2018-07-11 00:00:00+00:00,12.3,A,14181500,734.0,A,793.0,A,1330.0,A
2018-07-12 00:00:00+00:00,12.5,A,14181500,732.0,A,791.0,A,1320.0,A
2018-07-13 00:00:00+00:00,12.6,A,14181500,733.0,A,792.0,A,1300.0,A
2018-07-14 00:00:00+00:00,12.4,A,14181500,734.0,A,789.0,A,1310.0,A
2018-07-15 00:00:00+00:00,12.4,A,14181500,732.0,A,782.0,A,1310.0,A
2018-07-16 00:00:00+00:00,12.2,A,14181500,732.0,A,778.0,A,1150.0,A
2018-07-17 00:00:00+00:00,12.1,A,14181500,734.0,A,775.0,A,1040.0,A
2018-07-18 00:00:00+00:00,12.1,A,14181500,736.0,A,775.0,A,1040.0,A
2018-07-19 00:00:00+00:00,12.0,A,14181500,736.0,A,774.0,A,1040.0,A
2018-07-20 00:00:00+00:00,12.3,A,14181500,735.0,A,773.0,A,1040.0,A
2018-07-21 00:00:00+00:00,13.1,A,14181500,735.0,A,781.0,A,1040.0,A
